waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage,MovePath
9,11,6,190,3,9,1,,77
9,15,6,190,3,9,2,,79
9,26,6,190,3,9,2,,82
9,29,6,190,3,9,1,,1
9,129,6,190,3,9,1,,5
9,229,6,190,3,9,1,,14
9,243,12,190,3,11,1,,11
9,144,12,190,3,11,1,,26
9,141,12,190,3,11,1,,44
9,57,12,190,3,11,1,,69
9,158,12,190,3,11,1,,70
9,58,12,190,3,12,1,,71
9,358,12,190,3,12,1,,72
9,32,12,190,3,12,1,,21
9,54,12,190,3,12,1,,54
9,255,12,190,3,12,1,,65
9,118,9,190,12,10,1,,90
9,222,9,190,12,10,1,,91
9,223,9,190,12,10,1,,92
9,500,9,190,0,14,1,,93
10,1000,25,25,0,30400,1,,99
10,218,25,190,9,13,1,,35
10,21,25,190,9,13,1,,38
10,422,25,190,9,13,1,,40
10,223,25,190,9,13,1,,80
10,243,25,60,9,15,1,,11
10,343,25,60,9,15,1,,12
10,146,25,60,9,15,1,,27
10,150,25,90,9,15,1,,50
10,53,25,90,9,15,1,,54
10,57,25,190,9,15,1,,69
10,158,25,190,9,15,1,,70
10,32,25,60,12,16,1,,23
10,44,25,60,12,16,1,,24
10,49,25,60,12,16,1,,47
10,54,25,90,12,16,1,,55
10,255,25,90,12,16,1,,65
10,158,25,190,12,16,1,,70
10,153,25,190,9,13,1,,51
10,15,25,190,9,13,1,,79
10,12,25,190,9,13,1,,78
10,24,25,190,9,13,1,,81
10,25,25,190,9,13,1,,82
101,9999,3,3,0,9999,1,278,
101,9999,6,6,0,9999,1,279,
101,9999,9,9,0,9999,1,280,
101,9999,12,12,0,9999,1,281,
101,9999,15,15,0,9999,1,282,
101,9999,18,18,0,9999,1,283,
101,9999,21,21,0,9999,1,284,
102,9999,3,3,0,9999,1,272,
102,9999,6,6,0,9999,1,273,
102,9999,20,20,0,9999,1,123,
103,9999,3,3,0,9999,1,272,
103,9999,6,6,0,9999,1,273,
103,9999,20,20,0,9999,1,124,
103,9999,49,49,0,9999,1,305,
103,9999,52,52,0,9999,1,306,
103,9999,73,73,0,9999,1,307,
104,9999,3,3,0,9999,1,274,
104,9999,6,6,0,9999,1,275,
104,9999,59,59,0,9999,1,306,
104,9999,77,77,0,9999,1,307,
104,9999,80,80,0,9999,1,308,
104,9999,90,90,0,9999,1,311,
105,9999,3,3,0,9999,1,125,
105,9999,20,20,0,9999,1,274,
105,9999,23,23,0,9999,1,275,
105,9999,33,33,0,9999,1,288,
105,9999,36,36,0,9999,1,289,
105,9999,39,39,0,9999,1,290,
105,9999,42,42,0,9999,1,291,
105,9999,45,45,0,9999,1,292,
106,9999,3,3,0,9999,1,276,
106,9999,6,6,0,9999,1,277,
106,9999,15,15,0,9999,1,274,
106,9999,18,18,0,9999,1,275,
107,9999,3,3,0,9999,1,274,
107,9999,6,6,0,9999,1,275,
107,9999,59,59,0,9999,1,307,
107,9999,67,67,0,9999,1,308,
107,9999,77,77,0,9999,1,311,
107,9999,131,131,0,9999,1,309,
107,9999,151,151,0,9999,1,310,
107,9999,161,161,0,9999,1,311,
108,9999,3,3,0,9999,1,125,
108,9999,12,12,0,9999,1,274,
108,9999,15,15,0,9999,1,275,
109,9999,3,3,0,9999,1,276,
109,9999,6,6,0,9999,1,277,
109,9999,12,12,0,9999,1,274,
109,9999,15,15,0,9999,1,275,
110,9999,3,3,0,9999,1,293,
110,9999,6,6,0,9999,1,294,
110,9999,12,12,0,9999,1,295,
110,9999,16,16,0,9999,1,296,
110,9999,26,26,0,9999,1,297,
110,9999,29,29,0,9999,1,298,
110,9999,32,32,0,9999,1,299,
110,9999,35,35,0,9999,1,300,
110,9999,38,38,0,9999,1,301,
