waveID,intervalTime,zombi,specialzombi,eventmessage
38,9,296,,
38,3,219,,
38,4,230,,
38,3,241,,
38,9,296,,
38,3,252,,
38,4,289,,
38,9,296,,
39,9999,610,5000,
39,9999,610,5001,
39,9999,610,5002,
39,9999,610,5003,
39,9999,30200,5005,
39,9999,9999,856,
39,3,41,,
39,4,84,,
39,3,176,,
39,4,183,,
39,7,500,,
39,3,41,,
39,4,84,,
39,3,176,,
39,4,183,,
39,7,500,,
39,3,41,,
39,4,84,,
39,3,176,,
39,4,183,,
39,7,500,,
40,3,242,,
40,7,488,,
40,4,112,,
40,5,114,,
40,4,260,,
40,3,289,,
40,4,297,,
40,3,114,,
40,3,242,,
40,4,260,,
40,3,289,,
40,4,297,,
40,3,114,,
40,3,242,,
40,4,260,,
40,3,289,,
40,4,297,,
40,3,114,,
40,9999,703,,
41,9999,610,5000,
41,9999,610,5001,
41,9999,610,5002,
41,9999,610,5003,
41,9999,30200,5005,
41,9999,9999,856,
41,3,41,,
41,4,84,,
41,3,176,,
41,4,183,,
41,7,500,,
41,3,41,,
41,4,84,,
41,3,176,,
41,4,183,,
41,7,500,,
41,3,41,,
41,4,84,,
41,3,176,,
41,4,183,,
41,7,500,,
42,3,242,,
42,4,260,,
42,3,289,,
42,4,297,,
42,3,114,,
42,3,242,,
42,4,260,,
42,3,289,,
42,4,297,,
42,3,114,,
42,3,242,,
42,7,488,,
42,4,112,,
42,5,114,,
42,4,260,,
42,3,289,,
42,4,297,,
42,3,114,,
42,9999,30200,5005,
42,9999,9999,856,
43,9999,610,5000,
43,9999,610,5001,
43,9999,610,5002,
43,9999,610,5003,
43,9999,30200,5005,
43,9999,9999,856,
43,3,41,,
43,4,84,,
43,3,176,,
43,4,183,,
43,7,500,,
43,3,41,,
43,4,84,,
43,3,176,,
43,4,183,,
43,7,500,,
43,3,41,,
43,4,84,,
43,3,176,,
43,4,183,,
43,7,500,,
43,3,242,,
44,4,260,,
44,3,289,,
44,5,488,,
44,3,112,,
44,4,114,,
44,4,297,,
44,3,114,,
44,3,242,,
44,4,260,,
44,3,289,,
44,4,297,,
44,3,114,,
44,3,242,,
44,4,260,,
44,3,289,,
44,4,297,,
44,3,114,,
44,9999,30200,5005,
44,9999,9999,856,
45,9999,606,5000,
45,9999,606,5001,
45,9999,606,5002,
45,9999,606,5003,
45,9999,30200,5005,
45,9999,9999,856,
45,4,18,,
45,3,30,,
45,4,40,,
45,3,18,,
45,4,30,,
45,3,40,,
45,4,18,,
45,3,30,,
45,4,40,,
45,3,18,,
45,4,30,,
45,3,40,,
45,4,18,,
45,3,30,,
45,4,40,,
46,3,217,,
46,4,229,,
46,3,239,,
46,4,259,,
46,3,285,,
46,12,109,,
46,3,217,,
46,4,229,,
46,5,488,,
46,3,112,,
46,4,114,,
46,3,239,,
46,4,259,,
46,3,285,,
46,12,109,,
46,3,259,,
46,4,285,,
46,3,109,,
47,9999,607,5000,
47,9999,607,5001,
47,9999,607,5002,
47,9999,607,5003,
47,9999,30200,5005,
47,9999,9999,856,
47,4,18,,
47,3,30,,
47,4,40,,
47,3,18,,
47,4,30,,
47,3,40,,
47,4,18,,
47,3,30,,
47,4,40,,
47,3,18,,
47,4,30,,
47,3,40,,
47,4,18,,
47,3,30,,
47,4,40,,
48,3,217,,
48,4,229,,
48,3,239,,
48,15,294,,
48,3,159,,
48,4,217,,
48,3,229,,
48,4,239,,
48,5,488,,
48,3,112,,
48,4,114,,
48,15,294,,
48,4,159,,
48,3,217,,
48,4,229,,
48,3,239,,
48,15,294,,
48,3,159,,
49,9999,607,5000,
49,9999,607,5001,
49,9999,607,5002,
49,9999,607,5003,
49,9999,30200,5005,
49,9999,9999,856,
49,4,18,,
49,3,30,,
49,4,40,,
49,3,18,,
49,4,30,,
49,10,40,,
49,4,18,,
49,3,30,,
49,4,40,,
49,3,18,,
49,4,30,,
49,10,40,,
49,4,18,,
49,3,30,,
49,4,40,,
50,3,218,,
50,4,229,,
50,3,240,,
50,4,250,,
50,3,267,,
50,50,183,,
50,9,109,,
50,5,488,,
50,3,112,,
50,4,486,,
50,4,218,,
50,3,229,,
50,4,240,,
50,3,250,,
50,4,267,,
50,50,183,,
50,9,109,,
50,3,267,,
51,9999,607,5000,
51,9999,607,5001,
51,9999,607,5002,
51,9999,607,5003,
51,9999,502,5004,
51,4,18,,
51,3,30,,
51,4,40,,
51,3,18,,
51,4,30,,
51,15,40,,
51,3,18,,
51,4,30,,
51,3,40,,
51,4,18,,
51,3,30,,
51,15,40,,
51,4,18,,
51,3,30,,
51,4,40,,
52,3,218,,
52,4,229,,
52,3,240,,
52,4,259,,
52,9,295,,
52,4,218,,
52,5,488,,
52,3,112,,
52,4,486,,
52,3,229,,
52,4,240,,
52,3,259,,
52,9,295,,
52,3,218,,
52,4,229,,
52,3,240,,
52,4,259,,
52,9,295,,
52,9999,702,,
53,9999,608,5000,
53,9999,608,5001,
53,9999,608,5002,
53,9999,608,5003,
53,9999,502,5004,
53,3,18,,
53,4,30,,
53,3,40,,
53,3,18,,
53,4,30,,
53,3,40,,
53,3,18,,
53,4,30,,
53,3,40,,
53,3,18,,
53,4,30,,
53,3,40,,
53,3,18,,
53,4,30,,
53,3,40,,
54,4,218,,
54,3,230,,
54,4,240,,
54,3,287,,
54,5,488,,
54,3,112,,
54,4,486,,
54,9,110,,
54,4,218,,
54,3,230,,
54,4,240,,
54,3,287,,
54,9,110,,
54,4,218,,
54,3,230,,
54,4,240,,
54,3,287,,
54,9,110,,
55,9999,608,5000,
55,9999,608,5001,
55,9999,608,5002,
55,9999,608,5003,
55,9999,502,5004,
55,3,19,,
55,4,30,,
55,3,41,,
55,4,48,,
55,3,69,,
55,40,183,,
55,3,160,,
55,4,19,,
55,3,30,,
55,4,41,,
55,3,48,,
55,4,69,,
55,40,183,,
55,3,160,,
55,40,183,,
56,9999,30200,5005,
56,9999,9999,856,
56,3,219,,
56,4,230,,
56,3,241,,
56,4,251,,
56,3,268,,
56,5,488,,
56,3,112,,
56,4,486,,
56,9,295,,
56,3,160,,
56,4,219,,
56,3,230,,
56,4,241,,
56,3,251,,
56,4,268,,
56,9,295,,
56,3,160,,
56,9,295,,
57,9999,609,5000,
57,9999,609,5001,
57,9999,609,5002,
57,9999,609,5003,
57,9999,30200,5005,
57,9999,9999,856,
57,3,19,,
57,4,30,,
57,3,41,,
57,4,83,,
57,9,110,,
57,4,19,,
57,3,30,,
57,4,41,,
57,3,83,,
57,9,110,,
57,3,19,,
57,4,30,,
57,3,41,,
57,4,83,,
57,9,110,,
58,3,219,,
58,4,230,,
58,5,488,,
58,3,112,,
58,4,486,,
58,3,241,,
58,4,260,,
58,3,288,,
58,4,110,,
58,3,219,,
58,4,230,,
58,3,241,,
58,4,260,,
58,3,288,,
58,4,110,,
58,3,241,,
58,4,260,,
58,9,295,,
59,9999,609,5000,
59,9999,609,5001,
59,9999,609,5002,
59,9999,609,5003,
59,9999,30200,5005,
59,9999,9999,856,
59,3,19,,
59,4,30,,
59,3,41,,
59,4,19,,
59,3,30,,
59,4,41,,
59,3,19,,
59,4,30,,
59,3,41,,
59,4,19,,
59,3,30,,
59,4,41,,
59,7,176,,
59,7,176,,
59,7,176,,
60,3,219,,
60,4,230,,
60,3,241,,
60,9,296,,
60,3,219,,
60,4,230,,
60,5,488,,
60,3,112,,
60,4,486,,
60,3,241,,
60,9,296,,
60,3,219,,
60,4,230,,
60,3,241,,
60,9,296,,
60,3,252,,
60,4,289,,
60,9,296,,
61,9999,610,5000,
61,9999,610,5001,
61,9999,610,5002,
61,9999,610,5003,
61,9999,30200,5005,
61,9999,9999,856,
61,3,41,,
61,4,84,,
61,3,176,,
61,4,183,,
61,7,500,,
61,3,41,,
61,4,84,,
61,3,176,,
61,4,183,,
61,7,500,,
61,3,41,,
61,4,84,,
61,3,176,,
61,4,183,,
61,7,500,,
62,3,242,,
62,4,260,,
62,3,289,,
62,4,297,,
62,3,114,,
62,3,242,,
62,4,260,,
62,3,289,,
62,4,297,,
62,3,114,,
62,3,242,,
62,4,260,,
62,3,289,,
62,4,297,,
62,3,114,,
62,9999,703,,
63,9999,610,5000,
63,9999,610,5001,
63,9999,610,5002,
63,9999,610,5003,
63,9999,30200,5005,
63,9999,9999,856,
63,3,41,,
63,4,84,,
63,3,176,,
63,4,183,,
63,7,500,,
63,3,41,,
63,4,84,,
63,3,176,,
63,4,183,,
63,7,500,,
63,3,41,,
63,4,84,,
63,3,176,,
63,4,183,,
63,7,500,,
64,3,242,,
64,4,260,,
64,3,289,,
64,4,297,,
64,3,114,,
64,3,242,,
64,4,260,,
64,3,289,,
64,4,297,,
64,3,114,,
64,3,242,,
64,4,260,,
64,3,289,,
64,4,297,,
64,3,114,,
64,9999,30200,5005,
64,9999,9999,856,
65,9999,610,5000,
65,9999,610,5001,
65,9999,610,5002,
65,9999,610,5003,
65,9999,30200,5005,
65,9999,9999,856,
65,3,41,,
65,4,84,,
65,3,176,,
65,4,183,,
65,7,500,,
65,3,41,,
65,4,84,,
65,3,176,,
65,4,183,,
65,7,500,,
65,3,41,,
65,4,84,,
65,3,176,,
65,4,183,,
65,7,500,,
65,3,242,,
66,4,260,,
66,3,289,,
66,4,297,,
66,3,114,,
66,3,242,,
66,4,260,,
66,3,289,,
66,4,297,,
66,3,114,,
66,3,242,,
66,4,260,,
66,3,289,,
66,4,297,,
66,3,114,,
66,9999,30200,5005,
66,9999,9999,856,
1000,4,300,,
1001,4,301,,
1001,4,311,,
1002,4,302,,
1002,4,312,,
1002,4,313,,
1002,5,321,,
1003,4,303,,
1003,4,322,,
1003,4,331,,
1003,5,341,,
1004,4,304,,
1004,4,313,,
1004,4,322,,
1004,5,341,,
1004,5,351,,
1005,4,305,,
1005,4,314,,
1005,4,323,,
1005,5,332,,
1005,5,351,,
1006,4,306,,
1006,4,324,,
1006,4,315,,
1006,5,333,,
1006,4,342,,
1006,5,352,,
1006,4,361,,
5000,9999,9999,1677,
5000,9999,30200,5005,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,1,474,,
5000,2,482,,
5000,1,454,,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,1,474,,
5000,2,482,,
5000,1,454,,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,2,474,,
5000,2,482,,
5000,10,478,,
5000,15,488,,
5000,15,492,,
5000,1,454,,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,1,474,,
5000,2,482,,
5000,1,454,,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,1,474,,
5000,2,482,,
5000,1,454,,
5000,2,459,,
5000,1,464,,
5000,2,469,,
5000,2,474,,
5000,2,482,,
5000,10,478,,
5000,15,488,,
5000,15,492,,
5001,9999,9999,1677,
5001,9999,30200,5005,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,1,474,,
5001,2,482,,
5001,1,454,,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,1,474,,
5001,2,482,,
5001,1,454,,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,2,474,,
5001,2,482,,
5001,10,478,,
5001,15,488,,
5001,15,492,,
5001,1,454,,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,1,474,,
5001,2,482,,
5001,1,454,,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,1,474,,
5001,2,482,,
5001,1,454,,
5001,2,459,,
5001,1,464,,
5001,2,469,,
5001,2,474,,
5001,2,482,,
5001,10,478,,
5001,15,488,,
5001,15,492,,
5002,9999,9999,1677,
5002,9999,30200,5005,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,1,474,,
5002,2,482,,
5002,1,454,,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,1,474,,
5002,2,482,,
5002,1,454,,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,2,474,,
5002,2,482,,
5002,10,478,,
5002,15,488,,
5002,15,492,,
5002,1,454,,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,1,474,,
5002,2,482,,
5002,1,454,,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,1,474,,
5002,2,482,,
5002,1,454,,
5002,2,459,,
5002,1,464,,
5002,2,469,,
5002,2,474,,
5002,2,482,,
5002,10,478,,
5002,15,488,,
5002,15,492,,
5003,9999,9999,1677,
5003,9999,30200,5005,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,1,474,,
5003,2,482,,
5003,1,454,,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,1,474,,
5003,2,482,,
5003,1,454,,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,2,474,,
5003,2,482,,
5003,10,478,,
5003,15,488,,
5003,15,492,,
5003,1,454,,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,1,474,,
5003,2,482,,
5003,1,454,,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,1,474,,
5003,2,482,,
5003,1,454,,
5003,2,459,,
5003,1,464,,
5003,2,469,,
5003,2,474,,
5003,2,482,,
5003,10,478,,
5003,15,488,,
5003,15,492,,
5004,9999,9999,1677,
5004,9999,30200,5005,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,1,474,,
5004,2,482,,
5004,1,454,,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,1,474,,
5004,2,482,,
5004,1,454,,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,2,474,,
5004,2,482,,
5004,10,478,,
5004,15,488,,
5004,15,492,,
5004,1,454,,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,1,474,,
5004,2,482,,
5004,1,454,,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,1,474,,
5004,2,482,,
5004,1,454,,
5004,2,459,,
5004,1,464,,
5004,2,469,,
5004,2,474,,
5004,2,482,,
5004,10,478,,
5004,15,488,,
5004,15,492,,
5005,9999,9999,1677,
5005,9999,30200,5005,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,1,474,,
5005,2,482,,
5005,1,454,,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,1,474,,
5005,2,482,,
5005,1,454,,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,2,474,,
5005,2,482,,
5005,10,478,,
5005,15,488,,
5005,15,492,,
5005,1,454,,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,1,474,,
5005,2,482,,
5005,1,454,,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,1,474,,
5005,2,482,,
5005,1,454,,
5005,2,459,,
5005,1,464,,
5005,2,469,,
5005,2,474,,
5005,2,482,,
5005,10,478,,
5005,15,488,,
5005,15,492,,
5006,9999,9999,1677,
5006,9999,30200,5005,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,1,474,,
5006,2,482,,
5006,1,454,,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,1,474,,
5006,2,482,,
5006,1,454,,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,2,474,,
5006,2,482,,
5006,10,478,,
5006,15,488,,
5006,15,492,,
5006,1,454,,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,1,474,,
5006,2,482,,
5006,1,454,,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,1,474,,
5006,2,482,,
5006,1,454,,
5006,2,459,,
5006,1,464,,
5006,2,469,,
5006,2,474,,
5006,2,482,,
5006,10,478,,
5006,15,488,,
5006,15,492,,
