id,appearance,attackDamage,attackRange,attackInterval,health,armor,speed,bonusMoney,priority,skill,color,Killtype,EventClass,propensity,clearpoint,dropItem,exp,isShowHPInfo,mmNum,waveType,"render[mode, fx, alpha]",spawnMessageNum,name
18,y19s2lightskin_origin,25,60,4,75,95,265,400,0,0,255 255 255,0,101,0,0,1,350,0,-1,-1,,,
19,y19s2bloterskin_host,35,65,4,125,110,255,400,0,0,255 255 255,0,101,0,0,1,350,0,-1,-1,,,
20,y19s2bloterskin_origin,35,65,4,125,110,255,400,0,0,255 255 255,0,101,0,0,1,350,0,-1,-1,,,
21,studentlight_host,45,65,3,200,125,270,500,0,0,255 255 255,0,101,0,0,1,350,0,-1,-1,,,
22,studentlight_origin,45,65,3,200,125,270,500,0,0,255 255 255,0,101,0,0,1,350,0,-1,-1,,,
23,revival_zombi_host,75,40,5,1500,500,275,2500,1,0,255 255 255,0,101,7,25,1,1000,0,-1,-1,0 19 100,,
24,revival_zombi_origin,75,40,5,1500,500,275,2500,1,0,255 255 255,0,101,7,25,1,1000,0,-1,-1,0 19 100,,
60,boomer_zombi_origin,50,70,3,2000,400,180,850,0,11,255 255 255,0,146,0,0,1,625,0,-1,-1,,,
70,boomer_zombi_host,55,70,3,2500,400,180,1000,0,11,255 255 255,0,146,0,0,1,730,0,-1,-1,,,
40,zombiedog,75,75,2,650,500,660,2000,0,12,255 255 255,0,144,0,0,1,1500,0,-1,-1,,,
50,zombieclimber,25,50,3,1000,500,360,2500,0,1,255 255 255,0,147,0,0,1,1750,0,-1,-1,,,
100,zombi_host,5,3000,15,500,20,-25,200,0,6,80 228 91,0,102,0,0,1,170,0,-1,-1,,,
101,deimos_zombi_host,100,70,3,20000,20000,250,15000,1,8,255 255 255,0,181,0,0,1,3000,0,-1,-1,,,
102,deimos_zombi_origin,150,80,3,25000,25000,260,20000,1,8,255 255 255,0,181,0,0,1,4000,0,-1,-1,,,
200,zbs_bossS_jun01,200,90,3,30000,30000,270,25000,1,9,255 255 255,0,182,0,0,2,5000,0,-1,-1,,,
25,akshazombi_host,75,65,3,400,300,240,750,0,0,255 255 255,0,101,6,0,1,750,0,-1,-1,,,
26,akshazombi_origin,75,65,3,400,300,240,750,0,0,255 255 255,0,101,6,0,1,750,0,-1,-1,,,
27,devilskinlight_host,20,60,4,40,75,260,250,0,0,255 255 255,0,101,6,0,1,250,0,-1,-1,,,
28,devilskinlight_origin,20,60,4,40,75,260,250,0,0,255 255 255,0,101,6,0,1,250,0,-1,-1,,,
29,resident_zombi_host,20,80,4,45,80,255,250,0,0,255 255 255,0,101,6,0,1,250,0,-1,-1,,,
30,resident_zombi_origin,20,80,4,45,80,255,250,0,0,255 255 255,0,101,6,0,1,250,0,-1,-1,,,
31,stonedeimos2_host,75,60,4,300,300,245,1000,0,0,255 255 255,0,101,6,0,1,750,0,-1,-1,,,
32,stonedeimos2_origin,100,70,3,350,400,250,1500,0,0,255 255 255,0,101,6,0,1,1000,0,-1,-1,,,
33,mummystamper_host,35,55,4,115,115,245,400,0,0,255 255 255,0,101,6,0,1,400,0,-1,-1,,,
34,mummystamper_origin,35,55,4,115,115,245,400,0,0,255 255 255,0,101,6,0,1,400,0,-1,-1,,,
35,nurseskinresi_host,45,65,3,200,125,270,500,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
36,nurseskinresi_origin,75,40,5,400,300,235,1000,0,0,255 255 255,0,101,6,0,1,1000,0,-1,-1,,,
37,booster_zombi_host,30,65,4,75,100,280,350,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
38,booster_zombi_origin,30,65,4,75,100,280,350,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
39,pass_zombi_host,25,60,4,75,95,265,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
40,pass_zombi_origin,25,60,4,75,95,265,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
41,y19s2lightskin_host,25,60,4,75,95,265,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
42,y19s2lightskin_origin,25,60,4,75,95,265,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
43,y19s2bloterskin_host,35,65,4,125,110,255,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
44,y19s2bloterskin_origin,35,65,4,125,110,255,400,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
45,studentlight_host,45,65,3,200,125,270,500,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
46,studentlight_origin,45,65,3,200,125,270,500,0,0,255 255 255,0,101,6,0,1,350,0,-1,-1,,,
