temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
휘두르기2약100-75,1002,4,3,3,2,zbs_attack2,0.26,65,120,5,7,4,0,15,75,100,5,-1,400,250,0
휘두르기2약75-50,1002,4,2,3,2,zbs_attack2,0.26,110,120,5,7,4,0,15,50,74,5,-1,500,250,0
휘두르기2강50-25,1002,4,2,3,2,knife_attack2,0.23,90,180,5,9,4,0,15,25,49,5,-1,600,280,0
휘두르기2강25-0,1002,4,2,3,2,knife_attack2,0.23,140,180,5,9,4,0,15,0,24,5,-1,700,290,0
리프어택약100-75,1002,5,1,10,4,zbs_attack3,0.5,80,0,5,10,0,12,1000,75,100,0,-1,600,200,30
리프어택약75-50,1002,5,1,10,4,zbs_attack3,0.5,110,0,5,11,0,12,1000,50,74,0,-1,650,200,30
리프어택걍50-25,1002,5,1,10,4,knife_attack3,0.5,140,0,5,14,0,12,1000,25,49,0,-1,700,200,30
리프어택걍25-0,1002,5,1,10,4,knife_attack3,0.5,190,0,5,16,0,12,1000,0,24,0,-1,750,200,30
리프어택약99,1002,5,255,999999,4,zbs_attack3,0.5,50,0,5,10,0,0,1000,90,99,0,-1,800,200,30
블랙홀약100-75,1002,6,1,10,6,zbs_attack_hole,5,95,0,5,10,0,12,1000,75,100,0,-1,650,250,250
블랙홀약75-50,1002,6,1,10,6,zbs_attack_hole,5,130,0,5,11,0,12,1000,50,74,0,-1,600,250,300
블랙홀강50-25,1002,6,1,10,6,knife_attack_hole,5,190,0,5,14,0,12,1000,25,49,0,-1,700,250,380
블랙홀강25-0,1002,6,1,10,6,knife_attack_hole,5,250,0,5,16,0,12,1000,0,24,0,-1,800,250,450
블랙홀약99,1002,6,254,999999,6,zbs_attack_hole,5,50,0,5,10,0,0,1000,90,99,0,-1,800,200,400
폭격약100-75,1002,7,1,20,11,zbs_attack_bomb,3,30,0,0,5,0,12,1000,75,100,0,-1,200,150,0
폭격약75-50,1002,7,1,20,11,zbs_attack_bomb,3,60,0,0,6,0,12,1000,50,74,0,-1,200,150,0
폭격강50-25,1002,7,1,20,11,knife_attack_bomb,3,140,0,0,8,0,12,1000,25,49,0,-1,200,150,0
폭격강25-0,1002,7,1,20,11,knife_attack_bomb,3,200,0,0,9,0,12,1000,0,24,0,-1,200,150,0
전방펀치,1004,83,5,10,3.366666667,zbs_attack1,1.1,100,90,5,10,3,0,15,0,100,10,-1,300,100,0
회전펀치,1004,84,5,9,3.366666667,zbs_attack2,1,97,180,5,10,3,0,15,0,100,10,-1,300,100,0
화염방사,1004,85,15,18,8.733333333,zbs_attack_flame,1.6,27,0,0,25,3,0,1000,0,100,10,-1,0,0,0.85
레이저,1004,86,35,22,8.733333333,zbs_attack_lazer,1.3,20,0,0,30,1,0,1000,0,100,15,-1,0,0,3.5
