l5,-964.000000,-3159.000000,32.000000,l6,
l3,-1449.000000,-3644.000000,32.000000,l4,
l1,-1824.000000,-3712.000000,32.000000,l2,l-a1
l103,-3159.000000,-3644.000000,32.000000,l104,
l101,-3644.000000,-3159.000000,32.000000,l102,
r-a1,-3456.000000,1824.000000,32.000000,r22,
r-a3-5,3456.000000,-1824.000000,32.000000,r74,
l-a1,1824.000000,-3712.000000,32.000000,l22,
l-a2-5,3712.000000,1824.000000,32.000000,l48,
r0,-3456.000000,-2304.000000,32.000000,r1,
r-a2-1,-928.000000,3456.000000,32.000000,r-a2-2,
r-a2-3,576.000000,3456.000000,160.000000,r-a2-4,
l-a3-1,928.000000,3712.000000,32.000000,l-a3-2,
l-a3-3,-576.000000,3712.000000,160.000000,l-a3-4,
r-a3-1,3456.000000,928.000000,32.000000,r-a3-2,
r-a3-3,3456.000000,-576.000000,160.000000,r-a3-4,
l-a2-1,3712.000000,-928.000000,32.000000,l-a2-2,
l-a2-3,3712.000000,576.000000,160.000000,l-a2-4,
l-a2-4,3712.000000,928.000000,32.000000,l-a2-5,
l-a2-2,3712.000000,-576.000000,160.000000,l-a2-3,
r-a3-4,3456.000000,-928.000000,32.000000,r-a3-5,
r-a3-2,3456.000000,576.000000,160.000000,r-a3-3,
l-a3-4,-928.000000,3712.000000,32.000000,l-a3-5,
l-a3-2,576.000000,3712.000000,160.000000,l-a3-3,
r-a2-4,928.000000,3456.000000,32.000000,r-a2-5,
r-a2-2,-576.000000,3456.000000,160.000000,r-a2-3,
l0,-2304.000000,-3712.000000,32.000000,l1,
l-a4,-3712.000000,-1824.000000,32.000000,l100,
l-a3-5,-1824.000000,3712.000000,32.000000,l74,
r-a4,-1824.000000,-3456.000000,32.000000,r100,
r-a2-5,1824.000000,3456.000000,32.000000,r48,
