id,x,y,z,standAttack
36,-555.333008,586.550049,106.031250,1
36,-356.395813,641.658203,106.031250,0
37,-240.349411,672.911011,106.031250,1
37,-122.603600,628.551208,106.031250,0
38,-39.457504,745.481445,114.031250,1
38,34.375576,665.504639,106.031250,1
39,203.773499,754.108276,114.031250,0
39,283.588318,695.104431,106.031250,1
39,287.535309,634.378601,106.031250,1
40,529.683472,721.985413,114.031250,0
40,577.690369,637.909790,106.031250,0
41,689.469543,633.212097,106.031250,1
41,733.259216,765.499329,114.031250,0
42,841.907715,573.552795,106.031250,1
42,690.875061,482.526001,106.031250,1
43,-990.746521,800.097595,354.031250,1
43,-1041.622925,800.031250,354.031250,1
44,-744.088867,793.803894,354.031250,1
44,-906.588623,793.399109,354.031250,1
44,-839.940002,793.565186,354.031250,1
45,-968.524292,814.258423,498.031250,1
45,-1034.980835,812.881897,498.031250,1
46,-897.009460,815.739685,498.031250,1
46,-825.508545,817.220886,498.031250,1
47,-774.761353,818.208435,498.031250,1
48,-649.645447,878.246887,526.031250,1
48,-591.188904,879.844788,526.031250,1
49,-428.940643,877.417969,526.031250,1
49,-496.827789,884.178467,526.031250,1
50,-328.941742,871.987976,526.031250,1
50,-277.875214,871.622314,526.031250,1
51,12.578790,841.367493,458.031250,1
52,263.142242,815.096252,502.031250,1
52,184.094910,814.275757,502.031250,1
53,384.522369,815.252625,502.031250,1
53,321.122406,814.103333,502.031250,1
54,462.029633,816.657532,502.031250,1
54,533.312927,817.949646,502.031250,1
55,609.490845,806.411377,502.031250,1
56,833.796204,859.562256,466.031250,1
56,748.752930,861.228210,466.031250,0
57,995.763794,859.779541,466.031250,1
57,908.282837,859.662354,466.031250,0
58,932.909729,647.708069,282.031250,1
58,933.359619,587.072754,282.031250,1
59,999.751587,199.191162,298.031250,0
60,997.192444,83.135933,298.031250,1
60,999.471191,8.407001,298.031250,1
60,999.233459,-50.352169,298.031250,1
61,1010.341248,-233.014908,298.031250,0
61,1003.931213,-147.505447,298.031250,0
61,1015.173828,-305.832397,298.031250,1
62,990.475281,-465.263092,298.031250,0
62,982.993103,-596.687622,298.031250,1
62,986.459961,-667.377502,298.031250,1
63,1004.744751,-1037.905029,298.031250,1
63,1009.676392,-1122.271240,298.031250,0
64,1003.686768,-1221.141357,298.031250,0
64,1001.834900,-1315.346558,298.031250,1
65,981.458435,660.894348,474.031250,1
66,984.544189,580.573059,474.031250,0
67,990.762268,196.760193,490.031250,0
68,1083.409424,53.758030,490.031250,0
69,1132.731079,33.443588,682.031250,1
69,1132.952026,103.332771,682.031250,1
70,1118.325195,-248.156464,666.031250,1
71,1110.111450,-487.336700,686.031250,1
71,1119.331909,-431.416199,686.031250,1
72,1099.357300,-638.106079,686.031250,1
72,1097.710327,-567.429871,686.031250,1
73,1103.288940,-806.839600,686.031250,1
73,1101.602295,-734.469238,686.031250,1
74,1110.857178,-1118.152954,706.031250,1
74,1112.862427,-1179.741577,706.031250,1
75,1120.514160,-1571.798828,706.031250,1
75,1120.502808,-1511.658691,706.031250,1
76,-306.263245,-1505.463379,58.031250,1
76,-198.833344,-1500.158325,58.031250,1
77,-888.637390,-1399.967529,58.031250,0
78,-953.932739,-576.442993,10.031251,1
78,-1034.137695,-530.359985,10.031248,0
79,-731.050903,-90.977753,10.031248,0
79,-811.992004,-27.183605,62.031250,1
80,818.472839,88.257339,181.967880,0
80,787.204834,273.897308,106.031250,1
81,759.848938,-90.034599,10.031251,1
81,791.829346,-198.055725,10.031251,1
82,952.948486,-633.246338,10.031251,1
82,1045.981445,-546.340576,10.031248,0
83,877.121704,-1398.758911,58.031250,0
84,146.680557,-1463.949341,58.031250,1
85,-614.706726,888.781860,394.031250,1
85,-489.087372,884.868164,394.031250,1
86,-613.554504,890.611511,262.031250,1
86,-487.654236,891.043274,262.031250,1
90,-482.824371,487.741943,106.031250,1
91,-65.306389,541.518127,106.031250,1
92,473.154205,527.411499,106.031250,1
93,-124.445450,377.081299,93.060036,1
94,-343.609283,275.738739,59.279186,1
94,81.902168,280.589569,60.896126,1
94,354.897644,287.238739,63.112518,1
95,-50.470337,850.665955,322.031250,1
99,148.058441,-104.000008,10.031251,1
