temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
저체력 일렬로 지뢰 뿌리기(rushPower: 지뢰 숫자),1000,65,10,10,4.5,zbs_landmine2,1,350,0,0,0,1,0,30,0,50,20,-1,100,500,28
펀치,1000,66,10,10,3.3,zbs_attack1,1.4,255,120,5,10,3,0,10,0,100,6,-1,2000,500,0
어퍼컷,1000,67,10,10,3.4,zbs_attack2,1,250,120,5,8,3,0,10,0,100,5,843,100,2000,0
친구 소환(최대1명),1000,70,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,50,85,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,45,50,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,40,45,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,35,40,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,30,35,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,25,30,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,20,25,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,15,20,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,10,15,1000,840,0,0,0
친구 소환,1000,69,255,999999,4.7,scene_howling,20,0,0,0,0,0,0,1000,5,10,1000,840,0,0,0
친구 1 등장(타이탄),1001,61,255,30,5,scene_appear1,0.56,0,0,0,0,0,0,10000,0,100,10000,841,0,0,0
돌진,1001,68,25,12,1.2,zbs_dash_ready,1,350,0,0,0,3,0,30,0,100,15,-1,1000,500,2000
펀치,1001,66,10,10,3.3,zbs_attack1,1.4,250,120,5,10,3,0,1000,0,100,6,-1,2000,500,0
어퍼컷,1001,67,10,10,3.4,zbs_attack2,1,250,120,5,10,3,0,1000,0,100,5,843,100,2000,0
친구 2 등장(타이탄),1002,61,255,30,5,scene_appear1,0.56,0,0,0,0,0,0,10000,0,100,10000,842,0,0,0
돌진,1002,68,10,180,1.2,zbs_dash_ready,1.2,100,0,0,0,3,0,30,0,100,15,-1,1000,500,2000
좁은 캐논 공격(rushPower: 캐논 배수),1002,62,10,10,1.4,zbs_cannon_ready,1,110,0,0,0,3,6,30,0,100,20,-1,100,100,2
넓은 캐논 공격(rushPower: 캐논 배수),1002,63,10,10,6.467,zbs_cannon2,0.867,125,0,0,0,3,6,30,0,100,20,-1,100,100,2
등장(스콜피온),1003,71,255,999999,12.06,zbs_idle1,0,100,0,0,0,1,0,1000,99,100,10000,-1,600,200,50
집게공격1,1003,72,10,10,2.03,zbs_attack1,0.9,75,90,5,15,1,0,25,0,100,0,-1,300,500,0
집게공격2,1003,73,7,10,2.7,zbs_attack2,1.36,125,120,5,15,2,0,15,0,100,0,-1,300,600,0
집게공격1강,1003,72,11,10,2.03,zbs_attack1,0.9,110,90,5,15,1,0,25,0,100,0,-1,300,500,0
집게공격2강,1003,73,11,10,2.7,zbs_attack2,1.36,150,120,5,15,2,0,15,0,100,0,-1,450,600,0
돌진공격,1003,74,25,25,1.7,zbs_dash_start,1.5,300,10,0,0,2,0,1000,0,100,15,-1,450,500,1000
꼬리공격,1003,75,25,15,4.7,zbs_attack3,1.3,175,270,5,18,1,0,25,0,100,0,-1,450,800,0
기본촉수공격,1003,76,45,15,10.73,zbs_attack_tentacle1,6.26,50,30,5,10,2,0,1000,50,100,0,-1,600,200,0
강화된촉수공격,1003,77,55,15,10.73,zbs_attack_tentacle2,6.26,85,30,5,10,2,0,1000,0,50,0,-1,600,200,0
강화된촉수공격2,1003,77,255,30,10.73,zbs_attack_tentacle2,6.26,150,30,5,10,2,0,1000,49,52,0,-1,600,200,0
견갑방어,1003,78,250,60,4.03,zbs_guard_start,4.03,500,0,0,0,0,0,1000,5,75,0,849,600,200,0
모래폭발1,1003,79,75,67,7.06,zbs_idle1,4,3,0,0,0,0,0,1000,75,100,0,848,600,200,20
모래폭발2,1003,80,75,67,7.06,zbs_idle1,4,9,0,0,0,0,0,1000,10,75,0,848,600,200,20
모래폭풍1,1003,81,255,87,7.06,zbs_idle1,0.73,10,0,0,0,0,0,1000,85,100,0,848,600,200,20
모래폭풍2,1003,82,255,57,7.06,zbs_idle1,0.73,10,0,0,0,0,0,1000,45,50,0,848,600,200,25
모래폭풍1,1003,81,255,57,7.06,zbs_idle1,0.73,10,0,0,0,0,0,1000,35,44,0,848,600,200,25
모래폭풍2,1003,82,255,57,7.06,zbs_idle1,0.73,10,0,0,0,0,0,1000,30,34,0,848,600,200,25
모래폭풍1,1003,81,255,57,7.06,zbs_idle1,0.73,10,0,0,0,0,0,1000,20,29,0,848,600,200,30
모래폭풍2,1003,82,255,57,7.06,zbs_idle1,0.73,15,0,0,0,0,0,1000,0,15,0,848,600,200,30
통로 화염방사 장거리(1회전차) rushPower는 rangeModifier(멀어질수록 감쇠율 작은 값이면 멀수록 약해짐),1004,88,1,1,8.733333333,zbs_attack_flame,1.6,25,0,0,44,1,0,1000,0,100,10,-1,0,0,0.9
통로 화염방사 중거리(2회전차),1004,89,1,1,8.733333333,zbs_attack_flame,1.6,30,0,0,32,1,0,1000,0,100,10,-1,0,0,0.88
통로 화염방사 단거리(3회전차),1004,90,1,1,8.733333333,zbs_attack_flame,1.6,40,0,0,26,1,0,1000,0,100,10,-1,0,0,0.85
통로 레이저 장거리(1회전차) rushPower는 아래로 내리는 각도,1004,91,1,1,8.733333333,zbs_attack_lazer,1.3,30,0,0,44,1,0,1000,0,100,10,-1,0,0,1.8
통로 레이저 중거리(2회전차),1004,92,1,1,8.733333333,zbs_attack_lazer,1.3,40,0,0,32,1,0,1000,0,100,10,-1,0,0,3
통로 레이저 단거리(3회전차),1004,93,1,1,8.733333333,zbs_attack_lazer,1.3,50,0,0,26,1,0,1000,0,100,10,-1,0,0,4
전방펀치,1004,83,6,10,3.366666667,zbs_attack1,1.1,300,90,5,10,3,0,1000,0,100,10,-1,300,100,0
회전펀치,1004,84,3,10,3.366666667,zbs_attack2,1,250,180,5,10,3,0,1000,0,100,10,-1,300,100,0
화염방사,1004,85,3,10,8.733333333,zbs_attack_flame,1.6,35,0,0,25,3,0,1000,0,100,10,-1,0,0,0.85
레이저,1004,86,3,10,8.733333333,zbs_attack_lazer,1.3,50,0,0,30,1,0,1000,0,100,15,-1,0,0,3.5
점프젯,1004,87,4,10,4.366666667,zbs_attack_jump1,1.666666667,500,0,0,13,1,0,1000,0,100,15,-1,300,200,0
죽었을때 표시할 메시지,1004,94,0,0,0,,0,0,0,0,0,0,0,1000,0,0,0,-1,0,0,0
