temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
##글러트니 //대쉬먹기//,1003,129,0,3,2.03,zbs_dash_gluttony,0,80,30,5,1,0,0,9999,0,100,0,-1,400,300,0
##글러트니 //소화//,1003,130,0,3,1.7,zbs_digest_start,1.7,0,0,0,0,0,0,9999,0,100,0,823,0,0,0
##글러트니 //소화실패//,1003,131,0,3,3.366,zbs_digest_fail,0.4,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Zavist 스폰,1000,132,255,9999999,0,0,0,0,0,0,0,0,0,9999,0,100,999999,-1,1500,0.03,0
Zavist 평타1,1000,133,10,10,2.033,attack1,0.166,250,60,1,5,2,0,10,0,100,1,-1,0,0,0
Zavist 평타2,1000,134,10,10,2.033,attack2,0.433,250,90,1,5,2,0,10,0,100,1,-1,0,5,0
Zavist 평타3,1000,135,10,10,2.333,attack3,0.533,300,30,1,6,2,0,10,0,100,1,-1,0,0,0
Zavist 평타4,1000,136,10,10,2.8,attack4,0.8,300,60,1,6,2,0,10,0,100,1,-1,5,5,10
Zavist 스킬1,1000,137,15,8,7,skill1_start,0,350,180,1,7,1,0,9999,0,100,1000,-1,15,5,15
Zavist 스킬2,1000,138,15,5,4.733,skill2,0,320,60,1,8,2,0,9999,0,100,1,-1,15,5,15
Zavist 스킬3,1000,139,50,25,0,skill3_start,0,600,180,1,9,1,0,9999,0,100,1000,942,15,5,0
##Neid 스폰,1100,140,255,9999999,0,0,0,0,0,0,0,0,0,9999,0,100,999999,-1,1500,0.03,0
Neid 평타1,1100,141,10,10,2.466,attack1,0.333,250,60,1,5,2,0,10,0,100,1,-1,0,0,0
Neid 평타2,1100,142,10,10,2.4,attack2,0.3,250,45,1,5,2,0,10,0,100,1,-1,0,5,0
Neid 평타3,1100,143,10,10,3.033,attack3,0.666,300,100,1,6,2,0,10,0,100,1,-1,5,5,10
Neid 평타4,1100,144,10,10,2.833,attack4,0.666,300,180,1,6,2,0,10,0,100,1,-1,5,5,0
Neid 스킬1,1100,145,15,5,0,skill1_start,0,380,90,5,7,2,0,9999,0,100,1000,-1,15,5,15
Neid 스킬2,1100,146,15,5,0,skill2_start,0,320,180,1,7,1,0,9999,0,100,1000,-1,15,5,15
Neid 스킬3,1100,147,50,20,0,skill3_start,0,250,100,1,7,1,0,9999,0,100,1000,943,15,5,15
##Zavist 스킬4요청,1000,150,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Zavist 스킬4준비,1000,151,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,934,0,0,0
##Zavist 스킬4시작,1000,152,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,935,0,0,0
##Zavist 스킬4싸움,1000,153,0,0,0,skill4,0,250,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Zavist 스킬4쫒기,1000,154,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Zavist 스킬4후반싸움,1000,155,0,0,0,skill4,0,100,0,0,0,0,0,9999,0,100,0,937,0,0,0
##Zavist 스킬4종료,1000,156,0,0,0,skill4,0,600,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4준비,1100,157,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4시작,1100,158,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4싸움,1100,159,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4쫒기,1100,160,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4후반싸움,1100,161,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##Neid 스킬4종료,1100,162,0,0,0,skill4,0,0,0,0,0,0,0,9999,0,100,0,-1,0,0,0
##렉스박사 좀비부르기,1005,180,15,30,0.5,,0,100,0,0,0,17,0,1000,99,100,10000,-1,600,200,102
##렉스박사 지뢰,1005,181,10,15,3,,0,100,0,0,0,17,0,1000,99,100,10000,-1,600,200,20
##렉스박사 독가스,1005,182,10,20,3,,0,50,0,0,0,17,0,1000,99,100,10000,-1,600,200,0
##렉스박사 화염,1005,183,10,15,3,,0,100,0,0,0,17,0,1000,99,100,10000,-1,600,200,0
##렉스박사 좀비부르기2,1005,180,15,30,0.5,,0,100,0,0,0,5,0,1000,0,97,10000,-1,600,200,102
##렉스박사 지뢰2,1005,181,10,15,3,,0,100,0,0,0,5,0,1000,0,97,10000,-1,600,200,20
##렉스박사 독가스2,1005,182,10,20,3,,0,50,0,0,0,5,0,1000,0,97,10000,-1,600,200,0
##렉스박사 화염2,1005,183,10,15,3,,0,100,0,0,0,5,0,1000,0,97,10000,-1,600,200,0
##감염렉스 등장,1105,184,255,999999,5.03,appear,0,100,0,0,0,1,0,1000,99,100,10000,-1,600,200,0
##감염렉스 근접1,1105,185,10,10,2.03,attack1,0.5,100,90,2,9,5,0,1000,0,100,10,-1,600,200,0
##감염렉스 근접2,1105,186,10,10,2.03,attack2,0.5,100,90,2,9,5,0,1000,0,100,10,-1,600,200,0
##감염렉스 돌진,1105,187,30,10,0.73,dash_start,0,250,0,0,0,0,5,1000,51,100,0,-1,800,400,2000
##감염렉스 촉수(부채꼴),1105,188,10,30,6.45,skill1,3.9,150,45,5,10,0,6,1000,51,100,0,-1,650,250,250
##감염렉스 촉수(서클),1105,194,10,30,6.45,skill1,3.9,150,45,5,10,0,6,1000,51,100,0,-1,650,250,250
##감염렉스 잔상,1105,189,20,25,1.13,skill4_a_start,0,150,100,1,7,1,0,9999,51,100,10,-1,15,5,2500
##감염렉스 독액,1105,190,15,25,4.83,skill2,0,250,0,0,0,1,0,1000,51,100,50,-1,600,200,0
##감염렉스 돌진2,1105,187,30,10,0.73,dash_start,0,350,0,0,0,0,5,1000,0,50,0,-1,800,400,2000
##감염렉스 촉수2(부채꼴),1105,188,10,30,6.45,skill1,3.9,250,45,5,10,0,6,1000,51,100,0,-1,650,250,250
##감염렉스 촉수2(서클),1105,194,10,30,6.45,skill1,3.9,250,45,5,10,0,6,1000,0,50,0,-1,650,250,250
##감염렉스 잔상2,1105,189,20,25,1.13,skill4_a_start,0,250,100,1,7,1,0,9999,0,50,10,-1,15,5,2500
##감염렉스 독액2,1105,190,15,25,4.83,skill2,0,350,0,0,0,1,0,1000,0,50,50,-1,600,200,0
##감염렉스 흡수1,1105,191,50,999999,1.6,skill3_start,0,100,0,0,0,1,0,1000,0,85,10000,-1,600,200,80000
##감염렉스 흡수2,1105,191,50,999999,1.6,skill3_start,0,100,0,0,0,1,0,1000,0,45,10000,-1,600,200,80000
##감염렉스 흡수3,1105,191,50,999999,1.6,skill3_start,0,100,0,0,0,1,0,1000,0,55,10000,-1,600,200,80000
##감염렉스 흡수4,1105,191,50,999999,1.6,skill3_start,0,100,0,0,0,1,0,1000,0,70,10000,-1,600,200,200000
##감염렉스 흡수5,1105,191,50,999999,1.6,skill3_start,0,100,0,0,0,1,0,1000,0,25,10000,-1,600,200,200000
##감염렉스 흡수_유저,1105,192,50,60,1.6,skill3_start,0,300,120,0,5,0,20,9999,0,100,0,1040,300,500,0
##감염렉스 자기장,1105,193,0,0,0.8,skill5_start,0,300,0,0,0,0,0,10000,0,1000,0,1039,300,500,300
##감염렉스 마무리1,1105,185,255,999999,2.03,attack1,0.5,100,90,2,9,5,0,1000,0,3,10,1042,600,200,0
##감염렉스 마무리2,1105,185,255,999999,2.03,attack1,0.5,100,90,2,9,5,0,1000,0,2,10,1043,600,200,0
##감염렉스 마무리3,1105,185,255,999999,2.03,attack1,0.5,100,90,2,9,5,0,1000,0,1,10,1041,600,200,0
