id,x,y,z,standAttack
16,-250.425323,892.090088,218.031250,0
16,-250.564636,993.222412,218.031250,0
17,-728.356689,555.930054,218.031250,0
17,-802.114807,555.306152,218.031250,0
17,-878.744385,555.408936,218.031250,0
17,-955.476563,555.052246,218.031250,0
17,-966.559021,453.517242,218.031250,0
17,-630.426270,353.505463,218.031250,0
17,-960.841614,358.416077,218.031250,0
17,-774.594360,448.108795,218.031250,0
17,-835.023743,365.247467,218.031250,0
17,-925.560791,259.529663,218.031250,0
17,-816.953247,254.475296,218.031250,0
17,-699.304504,273.773499,218.031250,0
17,-712.789429,367.279236,218.031250,0
17,-756.072449,181.973419,218.031250,0
17,-874.303589,183.096741,218.031250,0
17,-636.092896,565.343018,218.031250,0
17,-717.591187,648.971313,218.031250,0
17,-790.565918,646.002075,218.031250,0
17,-850.086670,646.997009,218.031250,0
17,-776.582336,732.092041,218.031250,0
17,-690.521790,730.786682,218.031250,0
17,-858.938049,732.002258,218.031250,0
17,-970.834656,843.281860,218.031250,0
17,-881.046570,840.173950,218.031250,0
17,-810.473877,843.860718,218.031250,0
17,-736.509033,849.040405,218.031250,0
17,-683.373657,855.808167,218.031250,0
17,-734.590942,956.493164,218.031250,0
17,-814.088623,971.653931,218.031250,0
17,-880.167664,971.392944,218.031250,0
17,-951.961365,969.896301,218.031250,0
