waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage,MovePath
1,31,3,190,3,1 5,1 1,,3
1,32,3.5,190,3,1 5,1 1,,3
1,35,3,190,3,1 5,1 1,,3
1,36,3.5,190,3,1 5,1 1,,3
1,41,3,190,3,1 5,1 1,,4
1,42,3.5,190,3,1 5,1 1,,4
1,43,4,190,3,1 5,1 1,,4
1,44,4,190,3,1 5,1 1,,4
2,71,40,190,3,3,1,,7
2,72,40,190,3,3,1,,7
2,73,40,190,3,3,1,,7
2,74,40,190,3,3,1,,7
2,111,40,190,3,3,1,,11
2,112,40,190,3,3,1,,11
2,113,40,190,3,3,1,,11
2,114,40,190,3,3,1,,11
3,21,30,190,10,2,1,,14
3,22,30,190,10,2,1,,14
3,23,30,190,10,2,1,,14
3,24,30,190,10,2,1,,14
3,51,30,190,10,2,1,,15
3,52,30,190,10,2,1,,15
3,53,30,190,10,2,1,,15
3,54,30,190,10,2,1,,15
4,11,3,190,3,1 5,1 1,,1
4,12,3.5,190,3,1 5,1 1,,1
4,13,3,190,3,1 5,1 1,,1
4,14,3.5,190,3,1 5,1 1,,1
4,21,4,190,3,1 5,1 1,,2
4,22,5.5,190,3,1 5,1 1,,2
4,23,3,190,3,1 5,1 1,,14
4,24,5,190,3,1 5,1 1,,14
4,31,30,190,10,2,1,,3
4,32,30,190,10,2,1,,3
4,35,30,190,10,2,1,,3
4,36,30,190,10,2,1,,3
4,51,3,190,3,1 5,1 1,,5
4,52,3.5,190,3,1 5,1 1,,5
4,53,4,190,3,1 5,1 1,,5
4,54,5.5,190,3,1 5,1 1,,15
4,55,3,190,3,1 5,1 1,,15
4,56,5,190,3,1 5,1 1,,15
4,91,30,190,3,4,1,,9
4,92,30,190,3,4,1,,9
4,93,30,190,3,4,1,,9
4,81,30,190,3,4,1,,8
4,82,30,190,3,4,1,,8
4,83,30,190,3,4,1,,8
5,31,2,190,30,10,1,,3
5,45,2,190,30,10,1,,4
5,21,5,190,3,5,1,,2
5,22,10,190,3,5,1,,2
5,23,5,190,3,5,1,,2
5,24,10,190,3,5,1,,2
5,34,5,190,3,5,1,,3
5,35,10,190,3,5,1,,3
5,35,5,190,3,5,1,,3
5,36,10,190,3,5,1,,3
5,51,5,190,5,99,1,,5
5,52,10,190,5,99,1,,5
5,41,5,190,5,99,1,,4
5,42,10,190,5,99,1,,4
5,81,30,190,6,4,1,,8
5,82,30,190,6,4,1,,8
5,83,30,190,6,4,1,,8
5,91,30,190,6,4,1,,9
5,92,30,190,6,4,1,,9
5,93,30,190,6,4,1,,9
6,71,20,190,6,4,1,,7
6,72,30,190,6,3,1,,7
6,73,20,190,6,4,1,,7
6,81,20,190,10,3 4,1 1,,8
6,82,40,190,10,3 4,1 1,,8
6,83,20,190,10,3 4,1 1,,8
6,84,40,190,10,3 4,1 1,,8
6,91,20,190,10,4,1,,9
6,92,20,190,10,4,1,,9
6,112,40,190,10,3,1,,11
6,111,40,190,10,3,1,,11
6,92,20,190,10,3 4,1 1,,9
6,93,20,190,10,3 4,1 1,,9
6,113,40,190,10,3 4,1 1,,11
6,114,40,190,10,3 4,1 1,,11
7,21,3,190,4,5,1,,2
7,22,3.5,190,4,5,1,,2
7,23,4,190,4,5,1,,14
7,24,3,190,4,5,1,,14
7,11,3.5,190,4,5,1,,1
7,12,3.5,190,4,5,1,,1
7,13,4,190,4,5,1,,1
7,31,3,190,4,5,1,,3
7,32,3.5,190,4,5,1,,3
7,33,3.5,190,4,5,1,,3
7,51,4,190,4,5,1,,5
7,52,3,190,4,5,1,,5
7,53,3.5,190,4,5,1,,15
7,54,4,190,4,5,1,,15
7,81,30,190,10,7,1,,8
7,82,60,190,10,7,1,,8
7,83,60,190,10,7,1,,8
7,101,30,190,10,7,1,,10
7,102,60,190,10,7,1,,10
7,103,60,190,10,7,1,,10
7,71,30,190,10,4,1,,7
7,72,60,190,10,4,1,,7
7,73,60,190,10,4,1,,7
7,111,30,190,10,4,1,,11
7,112,60,190,10,4,1,,11
7,113,60,190,10,4,1,,11
8,51,3,190,4,5,1,,5
8,52,3.5,190,4,5,1,,5
8,53,4,190,4,5,1,,15
8,54,3,190,4,5,1,,15
8,11,3.5,190,4,5,1,,1
8,12,3.5,190,4,5,1,,1
8,13,4,190,4,5,1,,1
8,31,3,190,4,5,1,,3
8,32,3.5,190,4,5,1,,3
8,33,3.5,190,4,5,1,,3
8,21,4,190,4,5,1,,2
8,22,3,190,4,5,1,,2
8,23,3.5,190,4,5,1,,14
8,24,4,190,4,5,1,,14
8,91,30,190,10,8,1,,9
8,92,60,190,10,8,1,,9
8,93,60,190,10,8,1,,9
8,61,30,190,10,8,1,,6
8,62,60,190,10,8,1,,6
8,63,60,190,10,8,1,,6
8,71,30,190,10,8,1,,7
8,72,60,190,10,8,1,,7
8,73,60,190,10,8,1,,7
8,111,30,190,10,8,1,,11
8,112,60,190,10,8,1,,11
8,113,60,190,10,8,1,,11
9,21,3,190,4,9,1,,2
9,22,3.5,190,4,9,1,,2
9,23,4,190,4,9,1,,14
9,24,5.5,190,4,9,1,,14
9,11,3,190,4,9,1,,1
9,12,3.5,190,4,9,1,,1
9,13,3,190,4,9,1,,1
9,4,3.5,190,4,9,1,,1
9,31,4,190,4,9,1,,3
9,32,5.5,190,4,9,1,,3
9,33,4,190,4,9,1,,3
9,34,5.5,190,4,9,1,,3
9,51,3,190,4,9,1,,5
9,52,3.5,190,4,9,1,,5
9,53,4,190,4,9,1,,5
9,54,5.5,190,4,9,1,,15
9,55,20,190,20,6,1,,15
9,56,20,190,20,6,1,,15
9,43,20,190,20,6,1,,4
9,44,20,190,20,6,1,,4
9,45,20,190,20,6,1,,4
9,46,20,190,20,6,1,,4
9,131,30,190,10,7 11,1 1,,13
9,132,60,190,10,7 11,1 1,,13
9,133,30,190,10,7 11,1 1,,13
9,134,60,190,10,7 11,1 1,,13
9,61,30,190,10,7 11,1 1,,6
9,62,60,190,10,7 11,1 1,,6
9,63,30,190,10,7 11,1 1,,6
9,64,60,190,10,7 11,1 1,,6
9,91,30,190,10,7 11,1 1,,9
9,92,60,190,10,7 11,1 1,,9
9,93,30,190,10,7 11,1 1,,9
9,94,60,190,10,7 11,1 1,,9
9,81,30,190,10,7 11,1 1,,8
9,82,60,190,10,7 11,1 1,,8
9,83,30,190,10,7 11,1 1,,8
9,84,60,190,10,7 11,1 1,,8
108,11,20,10,0,100,1,,2
108,31,0,15,0,100,1,,3
108,41,40,20,0,100,1,,4
108,51,60,25,0,100,1,,5
10,33,30,190,10,9,1,,3
10,34,30,190,10,9,1,,3
10,35,30,190,10,9,1,,3
10,36,30,190,10,9,1,,3
10,61,30,190,12,101,1,,6
10,71,30,190,12,101,1,,7
10,81,30,190,12,101,1,,8
10,91,30,190,12,101,1,,9
10,101,30,190,12,101,1,,10
10,111,30,190,12,101,1,,11
10,121,30,190,12,101,1,,12
11,21,2,190,4,9,1,,2
11,22,2,190,4,9,1,,2
11,23,2,190,4,9,1,,14
11,24,2,190,4,9,1,,14
11,51,2,190,4,9,1,,5
11,52,2,190,4,9,1,,5
11,53,6,190,4,9,1,,15
11,54,6,190,4,9,1,,15
11,31,50,190,25,10,1,,3
11,32,100,190,25,10,1,,3
11,33,100,190,25,10,1,,3
11,34,100,190,25,10,1,,3
11,35,50,190,25,10,1,,3
11,36,100,190,25,10,1,,3
11,101,30,190,5,7,1,,10
11,102,60,190,5,7,1,,10
11,111,30,190,5,7,1,,11
11,112,60,190,5,7,1,,11
11,71,30,190,5,7,1,,7
11,72,60,190,5,7,1,,7
11,73,60,190,5,7,1,,7
11,61,30,190,5,7,1,,6
11,62,60,190,5,7,1,,6
11,63,60,190,5,7,1,,6
11,81,30,190,5,8,1,,8
11,82,60,190,5,8,1,,8
11,83,60,190,5,8,1,,8
11,91,30,190,5,8,1,,9
11,92,60,190,5,8,1,,9
11,93,60,190,5,8,1,,9
12,21,2,190,4,5 9,1 1,,2
12,22,4,190,4,5 9,1 1,,2
12,23,6,190,4,5 9,1 1,,14
12,24,6,190,4,5 9,1 1,,14
12,31,2,190,4,5 9,1 1,,3
12,32,4,190,4,5 9,1 1,,3
12,33,6,190,4,5 9,1 1,,3
12,34,6,190,4,5 9,1 1,,3
12,51,2,190,4,5 9,1 1,,5
12,52,4,190,4,5 9,1 1,,5
12,53,6,190,4,5 9,1 1,,15
12,54,6,190,4,5 9,1 1,,15
12,11,0,190,30,10,1,,1
12,24,60,190,30,10,1,,2
12,45,0,190,30,10,1,,4
12,54,60,190,30,10,1,,5
12,61,0,190,5,7 11,1 1,,6
12,62,0,190,5,7 11,1 1,,6
12,81,30,190,5,7 11,1 1,,8
12,82,30,190,5,7 11,1 1,,8
12,121,60,190,5,7 11,1 1,,12
12,122,60,190,5,7 11,1 1,,12
12,131,30,190,5,7 11,1 1,,13
12,132,30,190,5,7 11,1 1,,13
12,91,20,190,5,8 12,1 1,,9
12,92,40,190,5,8 12,1 1,,9
12,111,20,190,5,8 12,1 1,,11
12,112,20,190,5,8 12,1 1,,11
12,71,40,190,5,8 12,1 1,,7
13,21,2,190,4,5 9,1 1,,2
13,22,4,190,4,5 9,1 1,,2
13,23,2,190,4,5 9,1 1,,2
13,24,4,190,4,5 9,1 1,,14
13,51,2,190,4,5 9,1 1,,5
13,52,4,190,4,5 9,1 1,,5
13,53,2,190,4,5 9,1 1,,5
13,54,4,190,4,5 9,1 1,,15
13,31,60,190,5,6 10,1 1,,3
13,32,60,190,5,6 10,1 1,,3
13,21,0,190,5,6 10,1 1,,2
13,22,0,190,5,6 10,1 1,,2
13,41,60,190,5,6 10,1 1,,4
13,42,60,190,5,6 10,1 1,,4
13,51,0,190,5,6 10,1 1,,5
13,52,0,190,5,6 10,1 1,,5
13,121,30,190,5,7 11,1 1,,12
13,122,60,190,5,7 11,1 1,,12
13,61,30,190,5,7 11,1 1,,6
13,62,30,190,5,7 11,1 1,,6
13,101,20,190,5,8 12,1 1,,10
13,102,40,190,5,8 12,1 1,,10
13,81,20,190,5,8 12,1 1,,8
13,82,20,190,5,8 12,1 1,,8
14,11,2,190,4,5 9,1 1,,2
14,12,4,190,4,5 9,1 1,,2
14,21,2,190,4,5 9,1 1,,2
14,22,4,190,4,5 9,1 1,,2
14,23,6,190,4,5 9,1 1,,2
14,24,6,190,4,5 9,1 1,,2
14,31,2,190,4,5 9,1 1,,3
14,32,4,190,4,5 9,1 1,,3
14,33,6,190,4,5 9,1 1,,3
14,34,6,190,4,5 9,1 1,,3
14,51,2,190,4,5 9,1 1,,5
14,52,4,190,4,5 9,1 1,,5
14,53,2,190,4,5 9,1 1,,5
14,54,4,190,4,5 9,1 1,,5
14,55,0,190,5,6 10,1 1,,5
14,56,5,190,5,6 10,1 1,,5
14,61,0,190,5,7 11,1 1,,6
14,62,0,190,5,7 11,1 1,,6
14,81,5,190,5,7 11,1 1,,8
14,82,5,190,5,7 11,1 1,,8
14,121,5,190,5,7 11,1 1,,12
14,131,5,190,5,7 11,1 1,,13
14,91,5,190,5,8 12,1 1,,9
14,92,5,190,5,8 12,1 1,,9
14,111,5,190,5,8 12,1 1,,11
14,71,5,190,5,8 12,1 1,,7
15,21,4,190,6,104,1,,2
15,22,10,190,4,104,1,,2
15,23,5,190,6,104,1,,2
15,24,10,190,4,104,1,,14
15,41,6,190,6,104,1,,4
15,42,10,190,4,105,1,,4
15,43,6,190,6,104,1,,4
15,44,10,190,4,105,1,,4
15,51,2,190,4,105,1,,5
15,52,10,190,6,105,1,,5
15,53,8,190,4,105,1,,5
15,54,10,190,6,105,1,,15
15,61,15,190,5,102,1,,6
15,62,20,190,5,102,1,,6
15,63,15,190,5,102,1,,6
15,64,20,190,5,102,1,,6
15,81,15,190,5,102,1,,8
15,82,20,190,5,102,1,,8
15,83,15,190,5,102,1,,8
15,84,20,190,5,102,1,,8
15,121,15,190,5,102,1,,12
15,122,20,190,5,102,1,,12
15,131,15,190,5,102,1,,13
15,132,20,190,5,102,1,,13
15,71,40,190,20,103,1,,7
15,72,40,190,20,103,1,,7
15,111,40,190,20,103,1,,11
15,112,40,190,20,103,1,,11
18,11,2,190,4,9,1,,2
18,12,4,190,4,9,1,,2
18,13,6,190,4,9,1,,2
18,14,2,190,4,9,1,,2
18,21,2,190,4,9,1,,2
18,22,4,190,4,9,1,,2
18,23,6,190,4,9,1,,2
18,24,2,190,4,9,1,,2
18,31,4,190,4,9,1,,5
18,32,6,190,4,9,1,,5
18,33,2,190,4,9,1,,5
18,34,4,190,4,9,1,,5
18,51,4,190,4,9,1,,5
18,52,6,190,4,9,1,,5
18,53,2,190,4,9,1,,5
18,54,4,190,4,9,1,,5
18,21,0,190,5,10,1,,2
18,22,0,190,5,10,1,,2
18,31,60,190,5,10,1,,3
18,32,60,190,5,10,1,,3
18,51,0,190,5,10,1,,5
18,52,0,190,5,10,1,,5
18,41,60,190,5,10,1,,4
18,42,60,190,5,10,1,,4
18,61,0,190,5,11,1,,6
18,62,0,190,5,11,1,,6
18,81,5,190,5,11,1,,8
18,82,5,190,5,11,1,,8
18,121,5,190,5,11,1,,12
18,122,5,190,5,11,1,,12
18,131,5,190,5,11,1,,13
18,132,5,190,5,11,1,,13
18,91,5,190,5,12,1,,9
18,92,5,190,5,12,1,,9
18,111,5,190,5,12,1,,11
18,112,5,190,5,12,1,,11
18,71,5,190,5,12,1,,7
18,72,5,190,5,12,1,,7
