waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage,,,
5,50,0,21600,8,11 12,1 1,,,,
5,51,0,21600,8,21 22,1 1,,,,
5,52,0,21600,8,31 32,1 1,,,,
5,53,0,21600,8,41 42,1 1,,,,
5,54,0,21600,8,51 52,1 1,,,,
5,55,0,21600,8,1 2,1 1,,,,
5,56,0,21600,8,11 12,1 1,,,,
6,9999,0,0,0,9999,1,2568,,칼리토,건너편에 목표지점으로 보이는 연구 단지가 있다.
6,9999,3,0,0,9999,1,2569,,칼리토,절벽지대라서 접근이 어려워 보이는군.
6,9999,6,0,0,9999,1,2570,,칼리토,우회하여 탄광지를 통해 접근한다.
6,9999,9,0,0,9999,1,2571,,칼리토,주변 보조 크레인 장치들을 파괴하여 메인 크레인에 전력을 집중시켜!
6,57,0,21600,0,501,1,,,,
6,58,0,21600,6,11 12,1 1,,,,
6,59,0,21600,6,21 22,1 1,,,,
6,60,0,21600,6,31 32,1 1,,,,
6,61,0,21600,6,41 42,1 1,,,,
6,62,0,21600,6,51 52,1 1,,,,
6,63,0,21600,6,1 2,1 1,,,,
6,64,0,21600,6,11 12,1 1,,,,
6,65,0,21600,6,21 22,1 1,,,,
6,66,0,21600,6,31 32,1 1,,,,
6,67,0,21600,6,41 42,1 1,,,,
6,68,0,21600,0,501,1,,,,
7,9999,0,0,0,9999,1,2572,,칼리토,을씨년스러운 공간이군.
7,9999,3,0,0,9999,1,2573,,칼리토,혹시 모를 감염자들의 기습에 대비하라.
7,9999,15,0,0,9999,1,2574,,칼리토,상당히 견고해 보이는 철문이군…
7,9999,18,0,0,9999,1,2575,,칼리토,문 개폐 스위치 같은걸 찾아봐!
7,9999,30,0,0,9999,1,2576,,칼리토,스위치 따위는 눈을 씻고 찾아봐도 보이질 않는군.
7,9999,33,0,0,9999,1,2577,,칼리토,이가 없다면 잇몸을 쓰는 수밖에.
7,9999,36,0,0,9999,1,2578,,칼리토,궤도열차의 무게를 늘려 철문쪽 경사면으로 밀어버린다. 실시!
7,69,0,21600,8,1 2,1 1,,,,
7,70,0,21600,8,11 12,1 1,,,,
7,71,0,21600,8,21 22,1 1,,,,
7,72,0,21600,8,31 32,1 1,,,,
7,73,0,21600,8,41 42,1 1,,,,
7,74,0,21600,8,51 52,1 1,,,,
7,75,0,21600,8,1 2,1 1,,,,
7,76,0,21600,8,11 12,1 1,,,,
7,77,0,21600,8,21 22,1 1,,,,
7,78,0,21600,8,31 32,1 1,,,,
7,79,0,21600,8,41 42,1 1,,,,
7,80,0,21600,8,51 52,1 1,,,,
7,81,0,21600,8,1 2,1 1,,,,
7,82,0,21600,8,11 12,1 1,,,,
7,83,0,21600,8,21 22,1 1,,,,
7,84,0,21600,8,31 32,1 1,,,,
7,85,0,21600,8,41 42,1 1,,,,
7,86,0,21600,8,51 52,1 1,,,,
7,87,0,21600,8,1 2,1 1,,,,
7,88,0,21600,8,11 12,1 1,,,,
8,9999,0,0,0,9999,1,2579,,생존자,으윽…당신들…구조대인가…?
8,9999,3,0,0,9999,1,2580,,칼리토,이봐. 구조대 따위는 없어.
8,9999,6,0,0,9999,1,2581,,생존자,그렇다면 녀석들과 한패인 놈들이냐…?
8,9999,9,0,0,9999,1,2582,,칼리토,녀석들이라니? 죽어 날뛰는 괴물놈들 말인가?
8,9999,12,0,0,9999,1,2583,,생존자,그 시체놈들 말고...대화가 통하는걸 보니 그 망할놈들은 아닌듯 하군…
8,9999,15,0,0,9999,1,2584,,칼리토,이봐. 일꾼. 자네는 큰 부상을 입었어. 그리고 이미 세상은 망해가고 있지.
8,9999,18,0,0,9999,1,2585,,칼리토,꿈도 희망도 없다는 이야기다.
8,9999,21,0,0,9999,1,2586,,칼리토,하지만 협조한다면 우리가 도움이 되어 줄 수는 있다.
8,9999,24,0,0,9999,1,2587,,생존자,협조…? 뭘 위해서? 왜 내가 너희를 도와야하지? 
8,9999,27,0,0,9999,1,2588,,칼리토,"망해가는 세상, 그나마 늦추기 위함이지."
8,9999,30,0,0,9999,1,2589,,칼리토,인근 비밀 연구 단지로 향하는 길을 안내해라. 목공소 마스터키는 어디있지?
8,9999,33,0,0,9999,1,2590,,생존자,역시나. 네 놈들도 녀석들과 한패거나 비슷한 놈들인가.
8,9999,36,0,0,9999,1,2591,,생존자,난 어차피 끝났어. 네 놈들의 운명도 그 곳에서 결정나겠지.
8,9999,39,0,0,9999,1,2592,,칼리토,그 곳이라…?
8,9999,42,0,0,9999,1,2593,,생존자,구조대가 선물을 가지고 이리로 오는 중이지…
8,9999,45,0,0,9999,1,2594,,생존자,목공소를 지나 터널쪽으로 가라. 열쇠는 이 주변에 숨겨…...으윽
8,9999,48,0,0,9999,1,2595,,칼리토,재밌는 친구군...이 친구를 묻어주고 주변에 열쇠를 찾아보자.
8,9999,60,0,0,9999,1,2596,,칼리토,빙고! 여기에 숨겨뒀었군. 이봐 일꾼 자네 죽음이 헛되진 않을걸세.
8,89,30,21600,10,41 42,1 1,,,,
8,90,30,21600,10,304,1,,,,
8,91,30,21600,10,41 42,1 1,,,,
8,92,30,21600,10,304,1,,,,
8,93,30,21600,10,41 42,1 1,,,,
8,94,30,21600,10,304,1,,,,
8,95,30,21600,10,41 42,1 1,,,,
8,96,30,21600,10,304,1,,,,
8,97,30,21600,10,41 42,1 1,,,,
8,98,30,21600,10,304,1,,,,
8,99,30,21600,10,41 42,1 1,,,,
8,100,30,21600,10,304,1,,,,
8,101,30,21600,10,41 42,1 1,,,,
8,102,30,21600,10,304,1,,,,
8,103,30,21600,10,41 42,1 1,,,,
8,104,30,21600,10,304,1,,,,
9,9999,0,0,0,9999,1,2597,,칼리토,혼란의 도가니군. 이러다 잿더미가 되겠어.
9,9999,3,0,0,9999,1,2598,,칼리토,산 너머 산. 물 건너 물. 이번엔 불과 불이군.
9,9999,6,0,0,9999,1,2599,,칼리토,근처에 물소리가 들린다. 동굴 건너편인 듯 하군. 이동하자.
9,97,0,21600,6,1 2,1 1,,,,
9,98,0,21600,6,11 12,1 1,,,,
9,99,0,21600,6,21 22,1 1,,,,
9,100,0,21600,6,31 32,1 1,,,,
9,101,0,21600,6,41 42,1 1,,,,
9,102,0,21600,6,51 52,1 1,,,,
9,103,0,21600,6,1 2,1 1,,,,
9,104,0,21600,6,11 12,1 1,,,,
9,105,0,21600,8,401,1,,,,
9,106,0,21600,8,305,1,,,,
9,107,0,21600,8,401,1,,,,
9,108,0,21600,8,305,1,,,,
9,109,0,21600,8,401,1,,,,
9,110,0,21600,8,305,1,,,,
9,111,0,21600,8,401,1,,,,
9,112,0,21600,8,305,1,,,,
9,113,0,21600,8,401,1,,,,
9,114,0,21600,8,305,1,,,,
9,115,0,21600,8,401,1,,,,
9,116,0,21600,8,305,1,,,,
10,9999,0,0,0,9999,1,2600,,칼리토,목공소의 변압기가 전류제어와 관련있는듯 하다. 
10,9999,3,0,0,9999,1,2601,,칼리토,두 군데의 변압기를 차단하여 진입로를 확보한다.
10,105,0,21600,6,1 2,1 1,,,,
10,106,0,21600,6,11 12,1 1,,,,
10,107,0,21600,6,21 22,1 1,,,,
10,108,0,21600,6,31 32,1 1,,,,
10,109,0,21600,6,41 42,1 1,,,,
10,110,0,21600,6,51 52,1 1,,,,
10,111,0,21600,6,1 2,1 1,,,,
10,112,0,21600,6,11 12,1 1,,,,
10,113,0,21600,6,21 22,1 1,,,,
10,114,0,21600,6,31 32,1 1,,,,
10,115,0,21600,6,41 42,1 1,,,,
10,116,0,21600,6,51 52,1 1,,,,
11,9999,0,0,0,9999,1,2602, ,칼리토,오늘 자연풍광 하나만큼은 기가막히게 맛보는군.
11,9999,3,0,0,9999,1,2603,,칼리토,이번엔 무슨 퍼즐이지? 도르레에 메달린 수수깡 퍼즐인가?
11,9999,6,0,0,9999,1,2604,,칼리토,복잡하게 머리 쓸 거 없지. 간이 크레인을 파괴해!
11,117,0,21600,15,65,1,,,,
11,118,0,21600,12,400,1,,,,
11,119,0,21600,12,400,1,,,,
11,120,0,21600,12,1 2,1 1,,,,
11,121,0,21600,12,11 12,1 1,,,,
11,122,0,21600,12,201,1,,,,
11,123,0,21600,15,65,1,,,,
11,124,0,21600,12,400,1,,,,
11,125,0,21600,12,400,1,,,,
11,126,0,21600,12,1 2,1 1,,,,
11,127,0,21600,12,11 12,1 1,,,,
11,128,0,21600,12,201,1,,,,
11,129,0,21600,12,201,1,,,,
11,130,0,21600,12,305,1,,,,
11,131,0,21600,12,11 12,1 1,,,,
11,132,0,21600,12,400,1,,,,
11,135,0,21600,12,201,1,,,,
11,136,0,21600,12,1 2,1 1,,,,
11,137,0,21600,12,65,1,,,,
11,138,0,21600,12,400,1,,,,
12,9999,0,0,0,9999,1,2605,,칼리토,다리가 조금이라도 짧았다면 아차 싶었겠군.
12,9999,3,0,0,9999,1,2606,,칼리토,"자, 목표지점에 도달한 듯 하다. 마지막까지 정신들 똑바로 차려."
12,141,0,21600,0,500,1,,,,
12,142,0,21600,0,501,1,,,,
12,143,0,21600,4,21 22,1 1,,,,
12,144,0,21600,0,502,1,,,,
12,145,0,21600,4,41 42,1 1,,,,
12,146,0,21600,4,51 52,1 1,,,,
12,147,0,21600,4,1 2,1 1,,,,
12,148,0,21600,4,11 12,1 1,,,,
12,149,0,21600,4,21 22,1 1,,,,
12,150,0,21600,4,31 32,1 1,,,,
12,151,0,21600,4,41 42,1 1,,,,
12,152,0,21600,4,51 52,1 1,,,,
12,153,0,21600,3,1 2,1 1,,,,
12,154,0,21600,3,11 12,1 1,,,,
12,155,0,21600,3,21 22,1 1,,,,
12,156,0,21600,3,31 32,1 1,,,,
12,157,0,21600,3,41 42,1 1,,,,
12,158,0,21600,3,51 52,1 1,,,,
12,159,0,21600,3,1 2,1 1,,,,
12,160,0,21600,3,11 12,1 1,,,,
12,161,0,21600,0,502,1,,,,
12,162,0,21600,3,31 32,1 1,,,,
12,163,0,21600,0,501,1,,,,
12,164,0,21600,0,500,1,,,,
13,9999,0,0,0,9999,1,2613,,리트슈카,쓸모없는 폐기물들뿐이군. 일단 철수해!
13,9999,3,0,0,9999,1,2614,,칼리토,후…저 유쾌한 친구들 덕분에 목숨은 부지했군.
13,9999,6,0,0,9999,1,2615,,칼리토,아직 적 잔류세력이 남아있다. 집중사격!
13,165,30,21600,10,1 2,1 1,,,,
13,166,30,21600,10,11 12,1 1,,,,
13,167,30,21600,10,21 22,1 1,,,,
13,168,15,21600,75,600,1,,,,
13,169,30,21600,10,41 42,1 1,,,,
13,170,30,21600,10,51 52,1 1,,,,
13,171,30,21600,10,1 2,1 1,,,,
13,173,30,21600,10,21 22,1 1,,,,
13,174,30,21600,10,31 32,1 1,,,,
13,175,30,21600,10,41 42,1 1,,,,
13,176,15,21600,75,600,1,,,,
13,177,15,21600,75,600,1,,,,
13,178,30,21600,10,11 12,1 1,,,,
13,179,30,21600,10,21 22,1 1,,,,
13,180,30,21600,10,31 32,1 1,,,,
13,182,30,21600,10,51 52,1 1,,,,
13,183,30,21600,10,1 2,1 1,,,,
13,184,30,21600,10,11 12,1 1,,,,
13,185,15,21600,75,600,1,,,,
13,186,30,21600,10,31 32,1 1,,,,
13,187,30,21600,10,41 42,1 1,,,,
13,188,30,21600,10,51 52,1 1,,,,
13,201,0,21600,0,31901,1,,,,
13,202,0,21600,0,31901,1,,,,
13,203,0,21600,0,31901,1,,,,
14,9999,0,0,0,9999,1,2616,,제라드,이봐 친구들 멈춰! 자네들 실력이 보통 아니던데?
14,9999,3,0,0,9999,1,2617,,제라드,일반 군부대 출신은 아닌거 같고. 어디 소속이지?
14,9999,6,0,0,9999,1,2618,,칼리토,내가 왜 너희에게 소속을 밝혀야 하지? 소속 따위는 잊은지 오래다.
14,9999,9,0,0,9999,1,2619,,짐,이봐 빨간 두건. 방금 전의 빚은 갚아야 하지 않겠어?
14,9999,12,0,0,9999,1,2620,,칼리토,이건 두건이 아니라 안대다. 이 멍청아.
14,9999,15,0,0,9999,1,2621,,칼리토,흠…그나저나 방금 전의 열차. 당신들 것이었나?
14,9999,18,0,0,9999,1,2622,,짐,그 친구 엄청 까칠하구만. 하하! 격하게 마음에 들어.
14,9999,21,0,0,9999,1,2623,,짐,소개가 늦었군. 나의 애마 블레이즈로 말하자면 거친 들판의 한마리 야생마와 같지. 하하!
14,9999,24,0,0,9999,1,2624,,Dr.A,짐! 장난은 이제 그만요~!
14,9999,27,0,0,9999,1,2625,,짐,허허. 아가씨! 우린 지금 이 친구들에게 빚을 돌려받는것 뿐이라구.
14,9999,30,0,0,9999,1,2626,,Dr.A,내가 아가씨라고 부르지 말랬죠!?
14,9999,33,0,0,9999,1,2627,,Dr.A,"제라드, 어서 이 분들을 안내해주세요."
14,9999,36,0,0,9999,1,2628,,짐,일하지 않은자. 먹지도 말라는 선조들의 명언이 떠오르는군.
14,9999,39,0,0,9999,1,2629,,Dr.A,짐…그만…!
14,9999,42,0,0,9999,1,2630,,짐,알았어~ 알았다구~하하!
14,9999,45,0,0,9999,1,2631,,제라드,자네들에게 한가지 임무를 제안하겠네. 협조하겠는가?
14,9999,48,0,0,9999,1,2632,,칼리토,명령조가 아니라 기분이 썩 나쁘지는 않군. 뭔가?
14,9999,51,0,0,9999,1,2633,,제라드,연구소로 접선하는 과정에 크로노스 군단과의 교전으로 블레이즈 일부가 파괴됐다.
14,9999,54,0,0,9999,1,2634,,제라드,[목표: 블레이즈의 수리]에 일손을 거들어주겠나?
14,9999,57,0,0,9999,1,2635,,짐,그렇지. 열차에 탑승하려면 그에 합당한 대가를 지불해야지.
14,9999,60,0,0,9999,1,2636,,제라드,작업완료와 동시에 크로노스 본사를 습격 할 예정이다. 
14,9999,63,0,0,9999,1,2637,,칼리토,나도 크로노스 놈들이라면 치가 떨린다.
14,9999,66,0,0,9999,1,2638,,칼리토,녀석들을 박살내는데 일조하겠다.
14,9999,69,0,0,9999,1,2639,,제라드,그래 좋아. 일단 열차 플랫폼의 도구와 장비들이 보이나?
14,9999,72,0,0,9999,1,2640,,칼리토,이 고물단지들 말인가?
14,9999,75,0,0,9999,1,2641,,빅토르,그 고물단지들이 자네들의 원하는 바를 이뤄줄지 모르지.
14,9999,78,0,0,9999,1,2642,,칼리토,앗!?…당신은? 빅토르 장군?!
14,9999,81,0,0,9999,1,2643,,빅토르,많이 놀란 표정이군. 그래. 어째 낯이 익는다했지.
14,9999,84,0,0,9999,1,2644,,빅토르,행색을 보아하니 버림 받은 아이와 같군.
14,9999,87,0,0,9999,1,2645,,칼리토,네가 어째서 살아있는거지?
14,9999,90,0,0,9999,1,2646,,짐,야 임마! 빨간 두건! 당신이라니! 장군님께 예의를 갖춰라!!
14,9999,93,0,0,9999,1,2647,,제니퍼,모두 다투는건 일단 멈춰주세요!
14,9999,96,0,0,9999,1,2648,,최지윤,그래요. 일단 사안이 시급하니 서두르죠.
14,9999,99,0,0,9999,1,2649,,메이,거참 엄청 소란스럽군…
14,9999,102,0,0,9999,1,2650,,Dr.A,블레이즈 수리가 완료되는대로 연구소의 비상 탈출 시스템을 활성화 시킬께요.
