id,appearance,attackDamage,attackRange,attackInterval,health,armor,speed,bonusMoney,priority,skill,color,Killtype,EventClass,propensity,clearpoint,dropItem,exp
41,zombi_origin,10,80,2,50,50,240,450,0,1,255 255 255,0,101,0,0,1,345
42,speed_zombi_origin,15,90,1,80,80,280,500,0,0,255 255 255,0,111,0,0,1,380
43,heavy_zombi_origin,10,70,3,150,100,260,800,0,0,255 255 255,0,121,0,0,1,590
44,pc_zombi_origin,10,75,2,100,100,270,450,0,0,255 255 255,0,130,0,0,1,345
45,heal_zombi_host,10,70,3,100,100,270,550,0,0,255 255 255,0,141,0,0,1,415
46,zombiedog,45,75,2,80,80,320,350,0,12,255 255 255,0,101,0,0,1,275
47,zombiedog,15,55,2,95,80,330,375,0,12,255 255 255,0,144,0,0,1,293
48,zombiedog,20,55,2,105,80,330,400,0,12,255 255 255,0,144,0,0,1,310
49,zombiedog,25,55,2,115,80,330,425,0,12,255 255 255,0,144,0,0,1,328
50,zombiedog,30,55,2,125,80,350,550,0,12,255 255 255,0,144,0,0,1,415
51,resident_zombi_origin,15,45,3,100,55,270,550,0,10,255 255 255,0,145,0,0,1,415
52,resident_zombi_host,20,45,3,175,55,270,650,0,10,255 255 255,0,145,0,0,1,485
53,resident_zombi_origin,33,45,3,225,65,280,800,0,10,255 255 255,0,145,0,0,1,590
54,resident_zombi_host,38,50,3,250,65,280,1050,0,10,255 255 255,0,145,0,0,1,765
55,resident_zombi_origin,43,50,2,350,70,290,1250,0,10,255 255 255,0,145,0,0,1,905
56,boomer_zombi_host,35,50,4,100,100,250,500,0,11,255 255 255,0,146,0,0,1,380
57,boomer_zombi_origin,40,60,4,125,150,260,600,0,11,255 255 255,0,146,0,0,1,450
58,boomer_zombi_host,45,60,4,150,150,260,750,0,11,255 255 255,0,146,0,0,1,555
59,boomer_zombi_origin,50,70,3,200,200,270,850,0,11,255 255 255,0,146,0,0,1,625
60,boomer_zombi_host,55,70,3,250,200,270,1000,0,11,255 255 255,0,146,0,0,1,730
61,zombiedog,75,60,1,500,150,375,1500,0,12,255 0 0,0,144,0,0,1,1250
31201,frozenterror2,1,1,2,500000,500000,250,32000,1,1003,255 255 255,0,170,0,0,2,13000
32000,envy_zavist,0,0,0,200000,200000,320,32000,1,1200,255 255 255,0,172,0,0,2,10000
32001,envy_neid,0,0,0,300000,300000,320,32000,1,1100,255 255 255,0,172,0,0,2,11000
