id,x,y,z,standAttack
8,-554.808105,-364.097839,202.031250,0
8,-467.460785,266.293304,202.031250,0
8,-215.645950,276.408325,202.031250,0
8,-139.929184,347.002747,202.031250,0
8,-288.836517,201.065552,202.031250,0
8,-385.742371,-373.276184,202.031250,0
8,-489.141876,-419.877960,202.031250,0
8,-449.524902,-488.385529,202.031250,0
8,-323.492401,-473.018127,202.031250,0
8,-314.895752,-378.839874,202.031250,0
8,-276.578003,118.681534,202.031250,0
8,-411.453644,-435.347961,202.031250,0
8,-185.602966,221.289856,202.031250,0
8,-562.077637,134.968842,202.031250,0
8,-546.958435,-592.882507,202.031250,0
8,-477.918274,-539.090332,202.031250,0
8,-367.590424,228.634583,202.031250,0
8,-304.686066,-576.897827,202.031250,0
8,-395.582153,102.130478,202.031250,0
8,-572.491028,244.295502,202.031250,0
8,-243.667664,-337.073792,202.031250,0
8,-450.629669,-203.641296,202.031250,0
8,-460.025330,-145.893387,202.031250,0
8,-444.274750,-38.615101,202.031250,0
9,1902.377563,101.599258,330.031250,1
9,1627.712402,131.815460,330.031250,1
9,1679.465820,97.808029,330.031250,1
9,1761.675293,131.969894,330.031250,1
9,1850.090698,142.069763,330.031250,1
9,1810.764648,94.315674,330.031250,1
10,2323.948486,434.136108,170.031250,0
10,1459.062012,125.001038,170.031250,0
10,2399.428711,676.393860,170.031250,0
10,1746.815308,43.300858,170.031250,0
10,1605.763062,125.602646,170.031250,0
10,2212.954834,876.089722,170.031250,0
10,1864.230835,1125.349365,170.031250,0
10,2397.308350,808.356995,170.031250,0
10,1542.993652,-34.386036,170.031250,0
10,2292.061523,89.244324,170.031250,0
10,2132.262451,638.108276,170.031250,0
10,1867.879150,53.171703,170.031250,0
10,2282.987305,1211.570313,170.031250,0
10,2328.612305,611.215332,170.031250,0
10,2230.547119,1072.642456,170.031250,0
10,2014.552856,848.680176,170.031250,0
10,1730.394287,110.435364,170.031250,0
10,2338.395508,1079.915771,170.031250,0
10,1975.726929,79.028740,170.031250,0
10,2187.045654,559.030579,170.031250,0
10,1721.259033,1092.465942,170.031250,0
10,2243.860352,700.805237,170.031250,0
10,1656.432007,36.410992,170.031250,0
10,2164.830566,104.655655,170.031250,0
10,2024.597046,1202.662598,170.031250,0
10,2023.006104,1022.696045,170.031250,0
10,2384.867188,26.376404,170.031250,0
10,2325.023438,940.987915,170.031250,0
10,1384.620361,104.343124,170.031250,0
10,2100.731689,1126.946167,170.031250,0
10,1490.319702,189.520645,170.031250,0
10,2445.020508,103.759705,170.031250,0
10,2206.041260,275.004639,170.031250,0
10,2408.773438,446.988556,170.031250,0
10,1532.342529,32.843235,170.031250,0
10,2488.739502,559.627380,170.031250,0
11,1345.134033,559.215454,314.031250,1
11,1346.378296,645.197144,314.031250,1
11,1354.036255,386.278229,314.031250,1
11,1348.114258,476.313721,314.031250,1
12,1293.506226,681.601685,458.031250,1
12,1270.115723,830.967651,458.031250,1
12,1292.096680,760.466003,458.031250,1
13,978.219543,-185.185043,254.031250,1
13,978.666931,-42.073887,254.031250,1
14,211.306808,-114.836205,70.838959,1
15,-228.781479,347.406647,202.031250,1
16,-1650.638306,328.671692,-53.968750,0
16,-1750.935059,340.523132,-53.968750,1
16,-1578.811890,295.286987,-53.968750,0
16,-1767.843628,395.358276,-53.968750,1
16,-1844.888428,320.710938,-53.968750,1
16,-1976.726318,448.621857,-53.968750,1
16,-1651.384888,403.860382,-53.968750,1
16,-1461.414917,230.391251,-53.968750,0
16,-1572.307007,356.986176,-53.968750,0
16,-1610.444092,234.164459,-53.968750,0
16,-1529.864380,452.127319,-53.968750,1
17,168.258850,944.313477,302.031250,1
17,219.078079,941.670837,302.031250,1
17,5.088366,841.998291,302.031250,1
17,5.886011,777.507690,302.031250,1
17,106.692970,942.453491,302.031250,1
