24,,
-2798.000000,2160.000000,-2832.000000
-1896.000000,1700.000000,-2862.000000
-1368.000000,1166.000000,-2856.000000
-970.000000,476.000000,-2924.000000
-518.000000,110.000000,-2908.000000
-56.000000,-1096.000000,-2872.000000
root15,10,11
-3070.000000,-358.000000,-3068.000000
-2656.000000,-852.000000,-3050.000000
-2310.000000,-1002.000000,-3000.000000
-1844.000000,-986.000000,-2956.000000
-1486.000000,-940.000000,-2918.000000
-1194.000000,-844.000000,-2826.000000
-922.000000,-794.000000,-2748.000000
-756.000000,-686.000000,-2772.000000
-592.000000,-660.000000,-2862.000000
-114.000000,-698.000000,-2882.000000
root12,5,12
2530.000000,-670.000000,-3056.000000
2120.000000,-878.000000,-3020.000000
1130.000000,-728.000000,-2922.000000
302.000000,-702.000000,-2858.000000
574.000000,-968.000000,-2598.000000
root14,8,13
2094.000000,-350.000000,-2882.000000
1654.000000,-514.000000,-2860.000000
1184.000000,-504.000000,-2854.000000
970.000000,-414.000000,-2898.000000
710.000000,-474.000000,-2892.000000
524.000000,-570.000000,-2820.000000
316.000000,-602.000000,-2794.000000
70.000000,-690.000000,-2844.000000
root16,5,14
-3126.000000,108.000000,-3018.000000
-2490.000000,-492.000000,-2974.000000
-2022.000000,-836.000000,-2906.000000
-1278.000000,-1094.000000,-2892.000000
-116.000000,-962.000000,-2892.000000
root17,9,15
-3178.000000,-1032.000000,-2674.000000
-2794.000000,-914.000000,-2880.000000
-2360.000000,-1098.000000,-2852.000000
-1940.000000,-1138.000000,-2852.000000
-1478.000000,-1260.000000,-2830.000000
-1104.000000,-1230.000000,-2812.000000
-848.000000,-1140.000000,-2810.000000
-494.000000,-1132.000000,-2836.000000
-130.000000,-842.000000,-2866.000000
root18,8,16
-3340.000000,-40.000000,-2728.000000
-2232.000000,-284.000000,-2896.000000
-1788.000000,-684.000000,-2918.000000
-1318.000000,-694.000000,-2880.000000
-958.000000,-616.000000,-2898.000000
-612.000000,-606.000000,-2854.000000
-396.000000,-710.000000,-2782.000000
-326.000000,-1042.000000,-2618.000000
heli_1,13,17
-1840.000000,2176.000000,-2932.000000
-808.000000,2392.000000,-2932.000000
-13.000000,2219.000000,-2932.000000
524.000000,1936.000000,-2932.000000
1306.000000,1369.000000,-2932.000000
2018.000000,698.000000,-2932.000000
2177.000000,-608.000000,-2932.000000
2053.000000,-1977.000000,-2932.000000
795.000000,-2675.000000,-2932.000000
-1059.000000,-2619.000000,-2932.000000
-2469.000000,-1921.000000,-2932.000000
-2573.000000,303.000000,-2932.000000
-1203.000000,2677.000000,-2932.000000
heli_2,14,18
-525.000000,2667.000000,-2669.000000
487.000000,2624.000000,-2782.000000
2356.000000,1160.000000,-2637.000000
2586.000000,-1092.000000,-2743.000000
1929.000000,-2004.000000,-2903.000000
992.000000,-1194.000000,-2834.000000
1495.000000,-8.000000,-2775.000000
1053.000000,821.000000,-2731.000000
283.000000,850.000000,-2594.000000
-507.000000,883.000000,-2764.000000
-1569.000000,643.000000,-2740.000000
-2025.000000,1570.000000,-2722.000000
-910.000000,2030.000000,-2698.000000
336.000000,1646.000000,-2738.000000
heli_3,8,19
2580.000000,1157.000000,-3046.000000
1390.000000,1630.000000,-3068.000000
190.000000,1680.000000,-2986.000000
-917.000000,1273.000000,-3000.000000
-1698.000000,190.000000,-3017.000000
-1540.000000,-950.000000,-3024.000000
-2210.000000,-610.000000,-3109.000000
-1493.000000,1572.000000,-2979.000000
2heli_1,2,20
1192.000000,1656.000000,1766.000000
920.000000,-1472.000000,1752.000000
2heli_2,3,21
834.000000,1694.000000,1726.000000
908.000000,28.000000,1726.000000
1126.000000,-1700.000000,1736.000000
2heli_3,3,22
602.000000,1840.000000,1804.000000
698.000000,-68.000000,1820.000000
798.000000,-1286.000000,1838.000000
2heli_4,2,23
1112.000000,1818.000000,1704.000000
1228.000000,-1584.000000,1698.000000
