id,appearance,attackDamage,attackRange,attackInterval,health,armor,speed,bonusMoney,priority,skill,color,Killtype,EventClass,propensity,clearpoint,dropItem
43,zombiedog,30,55,2,40,25,330,300,0,12,255 255 255,0,144,0,0,1
44,zombiedog,35,55,2,50,25,330,325,0,12,255 255 255,0,144,0,0,1
45,zombiedog,40,55,2,70,25,350,375,0,12,255 255 255,0,144,0,0,1
46,zombiedog,49,55,2,80,25,350,400,0,12,255 255 255,0,144,0,0,1
47,zombiedog,55,55,2,100,25,370,450,0,12,255 255 255,0,144,0,0,1
48,zombiedog,75,55,2,125,25,370,500,0,12,255 255 255,0,144,0,0,1
49,resident_zombi_origin,15,45,3,60,40,270,450,0,10,255 255 255,0,145,0,0,1
50,resident_zombi_host,20,45,3,75,40,270,550,0,10,255 255 255,0,145,0,0,1
51,resident_zombi_origin,33,45,3,85,45,280,650,0,10,255 255 255,0,145,0,0,1
52,resident_zombi_host,38,50,3,95,45,280,700,0,10,255 255 255,0,145,0,0,1
53,resident_zombi_origin,43,50,2,100,50,290,800,0,10,255 255 255,0,145,0,0,1
54,resident_zombi_host,48,50,2,120,60,290,900,0,10,255 255 255,0,145,0,0,1
55,resident_zombi_origin,55,55,2,160,70,300,1000,0,10,255 255 255,0,145,0,0,1
56,resident_zombi_host,60,55,2,200,80,300,1200,0,10,255 255 255,0,145,0,0,1
57,boomer_zombi_origin,20,40,5,30,30,100,350,0,11,255 255 255,0,146,0,0,1
58,boomer_zombi_host,25,30,5,20,20,100,450,0,11,255 255 255,0,146,0,0,1
59,boomer_zombi_origin,40,60,4,125,150,260,500,0,11,255 255 255,0,146,0,0,1
60,boomer_zombi_host,45,60,4,150,150,260,550,0,11,255 255 255,0,146,0,0,1
61,boomer_zombi_origin,50,70,3,200,200,270,650,0,11,255 255 255,0,146,0,0,1
62,boomer_zombi_host,55,70,3,250,200,270,750,0,11,255 255 255,0,146,0,0,1
63,boomer_zombi_origin,60,30,3,30,30,100,500,0,11,255 255 255,0,146,0,0,1
64,boomer_zombi_host,65,30,3,20,20,100,500,0,11,255 255 255,0,146,0,0,1
65,zombi_origin,10,80,2,50,50,240,1000,0,1,255 255 255,0,101,0,0,1
66,speed_zombi_origin,15,90,1,80,80,280,1100,0,2,255 255 255,0,111,0,0,1
67,heavy_zombi_origin,10,70,3,150,100,260,1200,0,0,255 255 255,0,121,0,0,1
68,pc_zombi_origin,10,75,2,100,100,270,1500,0,0,255 255 255,0,130,0,0,1
69,heal_zombi_host,10,70,3,100,100,270,1500,0,0,255 255 255,0,141,0,0,1
71,resident_zombi_origin,15,60,2,75,75,270,1100,0,0,255 255 255,0,145,0,0,1
72,boomer_zombi_origin,10,50,4,100,100,260,1500,0,11,255 255 255,0,146,0,0,1
100,zombi_host,10,60,3,100,100,250,200,0,0,255 255 255,0,101,0,0,1
101,zombi_origin,15,60,3,125,100,250,250,0,0,255 255 255,0,101,0,0,1
102,speed_zombi_host,20,60,2,95,100,250,250,0,0,255 255 255,0,110,0,0,1
103,speed_zombi_origin,25,60,2,110,100,250,300,0,1,255 255 255,0,111,0,0,1
104,heavy_zombi_host,10,60,4,200,100,250,550,0,0,255 255 255,0,121,0,0,1
105,heavy_zombi_origin,15,60,4,300,120,250,650,0,1,255 255 255,0,121,0,0,1
106,pc_zombi_host,15,60,3,100,100,250,350,0,0,255 255 255,0,130,0,0,1
107,pc_zombi_origin,20,60,3,110,100,250,400,0,1,255 255 255,0,130,0,0,1
108,heal_zombi_origin,15,60,4,100,100,250,450,0,0,255 255 255,0,141,0,0,1
109,heal_zombi_host,15,60,4,130,100,250,525,0,1,255 255 255,0,141,0,0,1
110,zombiedog,15,60,4,80,80,380,475,0,12,255 255 255,0,144,0,0,1
111,resident_zombi_host,15,65,4,130,100,250,525,0,10,255 255 255,0,145,0,0,1
112,boomer_zombi_origin,50,60,4,50,0,250,600,0,11,255 255 255,0,146,0,0,1
500,deimos_zombi_host,100,70,3,20000,20000,250,8000,1,8,255 255 255,0,181,0,0,1
501,deimos_zombi_origin,200,80,3,30000,22000,270,18000,1,8,255 255 255,0,182,0,0,1
502,zbs_bossS_jun01,220,80,3,35000,35000,225,20000,1,9,255 255 255,0,182,0,0,2
30900,zbs_bossL_big08,1,300,2,1250000,1000000,220,32000,2,1005,255 255 255,0,172,2,100,3
