temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
전방 공격임,1001,1,50,3,1.2,zbs_attack_justiceSwing,0.5,400,90,3,9,3,0,15,20,39,5,-1,500,300,0
러쉬,1001,2,40,9,2.5,zbs_attack_mahadash,0.88,300,0,0,0,0,6,20,20,39,0,-1,800,400,1300
충격파임,1001,0,40,6,2.5,zbs_attack_shockwave,2,515,0,3,13,3,0,10,0,19,6,-1,250,250,0
전방 공격임,1001,1,50,3,1.2,zbs_attack_justiceSwing,0.5,500,90,3,9,3,0,15,0,19,5,-1,500,300,0
러쉬,1001,2,50,8,2.5,zbs_attack_mahadash,0.88,400,0,0,0,0,6,20,0,19,0,-1,800,400,1400
휘두르기약100-75,1002,3,4,3,2.7,zbs_attack1,0.93,160,90,5,9,4,0,15,75,100,5,-1,400,250,0
휘두르기약75-50,1002,3,2,3,2.7,zbs_attack1,0.93,220,90,5,9,4,0,15,50,74,5,-1,500,250,0
휘두르기강50-25,1002,3,2,3,2.7,knife_attack1,0.66,300,120,5,12,4,0,15,25,49,5,-1,600,280,0
휘두르기강25-0,1002,3,2,3,2.7,knife_attack1,0.66,360,120,5,13,4,0,15,0,24,5,-1,700,290,0
휘두르기2약100-75,1002,4,4,3,2,zbs_attack2,0.26,140,120,5,7,4,0,15,75,100,5,-1,400,250,0
휘두르기2약75-50,1002,4,2,3,2,zbs_attack2,0.26,200,120,5,7,4,0,15,50,74,5,-1,500,250,0
휘두르기2강50-25,1002,4,2,3,2,knife_attack2,0.23,260,180,5,10,4,0,15,25,49,5,-1,600,280,0
휘두르기2강25-0,1002,4,2,3,2,knife_attack2,0.23,320,180,5,11,4,0,15,0,24,5,-1,700,290,0
리프어택약80-50,1002,5,1,8,4,zbs_attack3,0.5,200,0,5,11,0,13,1000,50,80,0,-1,650,200,30
리프어택걍50-25,1002,5,1,8,4,knife_attack3,0.5,325,0,5,14,0,13,1000,25,49,0,-1,700,200,30
리프어택걍25-0,1002,5,1,8,4,knife_attack3,0.5,450,0,5,16,0,13,1000,0,24,0,-1,750,200,30
블랙홀약98-75,1002,6,1,8,6,zbs_attack_hole,5,150,0,5,10,0,8,1000,75,98,0,-1,650,250,250
블랙홀약75-50,1002,6,1,8,6,zbs_attack_hole,5,200,0,5,11,0,8,1000,50,74,0,-1,600,250,300
블랙홀강50-25,1002,6,1,8,6,knife_attack_hole,5,300,0,5,14,0,8,1000,25,49,0,-1,700,250,380
블랙홀강25-0,1002,6,1,8,6,knife_attack_hole,5,400,0,5,16,0,8,1000,0,24,0,-1,800,250,450
폭격약80-50,1002,7,1,10,11,zbs_attack_bomb,3,100,0,0,6,0,8,1000,50,80,0,-1,200,150,0
폭격강50-25,1002,7,1,10,11,knife_attack_bomb,3,135,0,0,7,0,8,1000,25,49,0,-1,200,150,0
폭격강25-0,1002,7,1,10,11,knife_attack_bomb,3,170,0,0,8,0,8,1000,0,24,0,-1,200,150,0
변신50,1002,9,255,999999,10,scene_knife,0,0,0,0,0,0,0,1000,0,49,0,205,0,0,0
