waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage,MovePath
7,13,3,30,3,14 15,1 1,,25
7,14,3,30,3,14 15,1 1,,25
7,31,3,190,3,14 15,1 1,,2
7,32,3,190,3,14 15,1 1,,2
7,33,3,30,3,14 15,1 1,,26
7,34,3,30,3,14 15,1 1,,26
7,35,3,190,3,14 15,1 1,,3
7,36,3,190,3,14 15,1 1,,3
7,37,3,30,3,14 15,1 1,,27
7,38,3,30,3,14 15,1 1,,27
7,45,3,190,3,14 15,1 1,,4
7,46,3,190,3,14 15,1 1,,4
7,47,3,30,3,14 15,1 1,,28
7,48,3,30,3,14 15,1 1,,28
7,43,3,190,3,14 15,1 1,,33
7,44,3,190,3,14 15,1 1,,34
7,13,30,190,3,11 12,1 1,,14
7,47,30,190,3,11 12,1 1,,15
7,91,30,190,3,12 13,1 1,,21
7,92,30,190,3,12 13,1 1,,21
7,93,30,190,3,12 13,1 1,,21
7,94,30,190,3,12 13,1 1,,21
7,71,30,190,3,12 13,1 1,,17
7,72,30,190,3,12 13,1 1,,17
7,73,30,190,3,12 13,1 1,,17
7,74,30,190,3,12 13,1 1,,17
7,111,30,190,3,12 13,1 1,,18
7,112,30,190,3,12 13,1 1,,18
7,113,30,190,3,12 13,1 1,,18
7,114,30,190,3,12 13,1 1,,18
7,71,30,190,20,10,1,,17
7,111,30,190,20,10,1,,18
7,31,30,30,0,6,1,,11
7,35,30,30,0,6,1,,10
8,11,3,30,3,16 17,1 1,,1
8,12,3,30,3,16 17,1 1,,1
8,13,3,30,3,16 17,1 1,,25
8,14,3,30,3,16 17,1 1,,25
8,31,3,190,3,16 17,1 1,,2
8,32,3,190,3,16 17,1 1,,2
8,33,3,30,3,16 17,1 1,,26
8,34,3,30,3,16 17,1 1,,26
8,35,3,190,3,16 17,1 1,,3
8,36,3,190,3,16 17,1 1,,3
8,37,3,30,3,16 17,1 1,,27
8,38,3,30,3,16 17,1 1,,27
8,45,3,30,3,16 17,1 1,,4
8,46,3,30,3,16 17,1 1,,4
8,47,3,30,3,16 17,1 1,,28
8,48,3,30,3,16 17,1 1,,28
8,43,3,190,3,16 17,1 1,,33
8,44,3,190,3,16 17,1 1,,34
8,13,30,190,3,11 12,1 1,,14
8,47,30,190,3,11 12,1 1,,15
8,61,30,190,3,11 12,1 1,,19
8,62,30,190,3,11 12,1 1,,19
8,63,30,190,3,11 12,1 1,,19
8,64,30,190,3,11 12,1 1,,19
8,81,30,190,3,11 12,1 1,,20
8,82,30,190,3,11 12,1 1,,20
8,83,30,190,3,11 12,1 1,,20
8,84,30,190,3,11 12,1 1,,20
8,91,30,190,3,11 12,1 1,,21
8,92,30,190,3,11 12,1 1,,21
8,93,30,190,3,11 12,1 1,,21
8,94,30,190,3,11 12,1 1,,21
8,71,30,190,3,11 12,1 1,,17
8,72,30,190,3,11 12,1 1,,17
8,73,30,190,3,11 12,1 1,,17
8,74,30,190,3,11 12,1 1,,17
8,111,30,190,3,11 12,1 1,,18
8,112,30,190,3,11 12,1 1,,18
8,113,30,190,3,11 12,1 1,,18
8,114,30,190,3,11 12,1 1,,18
8,11,30,190,20,19,1,,12
8,45,30,190,20,19,1,,16
8,31,30,30,0,20,1,,11
8,35,30,30,0,20,1,,10
9,11,3,60,3,16 17,1 1,,1
9,12,3,60,3,16 17,1 1,,1
9,13,3,60,3,16 17,1 1,,25
9,14,3,60,3,16 17,1 1,,25
9,31,3,190,3,16 17,1 1,,2
9,32,3,190,3,16 17,1 1,,2
9,33,3,60,3,16 17,1 1,,26
9,34,3,60,3,16 17,1 1,,26
9,35,3,190,3,16 17,1 1,,3
9,36,3,190,3,16 17,1 1,,3
9,37,3,60,3,16 17,1 1,,27
9,38,3,60,3,16 17,1 1,,27
9,45,3,60,3,16 17,1 1,,4
9,46,3,60,3,16 17,1 1,,4
9,47,3,60,3,16 17,1 1,,28
9,48,3,60,3,16 17,1 1,,28
9,43,3,190,3,16 17,1 1,,33
9,44,3,190,3,16 17,1 1,,34
9,13,60,190,3,21,1,,14
9,47,60,190,5,22,1,,15
9,81,60,190,3,21,1,,20
9,82,60,190,3,21,1,,20
9,83,60,190,5,22,1,,20
9,84,60,190,5,22,1,,20
9,91,60,190,3,21,1,,21
9,92,60,190,3,21,1,,21
9,93,60,190,5,22,1,,21
9,94,60,190,5,22,1,,21
9,121,60,190,3,21,1,,23
9,122,60,190,3,21,1,,23
9,123,60,190,5,22,1,,23
9,124,60,190,5,22,1,,23
9,71,60,190,3,21,1,,17
9,72,60,190,3,21,1,,17
9,73,60,190,5,22,1,,17
9,74,60,190,5,22,1,,17
9,111,60,190,3,21,1,,18
9,112,60,190,3,21,1,,18
9,113,60,190,5,22,1,,18
9,114,60,190,5,22,1,,18
9,71,30,190,20,19,1,,17
9,111,30,190,20,19,1,,18
9,31,30,30,0,20,1,,11
9,35,30,30,0,20,1,,10
10,100,18,18,0,30000,1,,1
10,61,15,190,30,91 92,1 1,,19
10,62,15,190,30,91 92,1 1,,19
10,81,15,190,30,91 92,1 1,,20
10,82,15,190,30,91 92,1 1,,20
10,91,15,190,30,91 92,1 1,,21
10,92,15,190,30,91 92,1 1,,21
10,71,25,190,30,91 92,1 1,,17
10,72,25,190,30,91 92,1 1,,17
10,111,25,190,30,91 92,1 1,,18
10,112,25,190,30,91 92,1 1,,18
10,31,5,190,30,93 94,1 1,,2
10,32,5,190,30,93 94,1 1,,2
10,35,5,190,30,93 94,1 1,,3
10,36,5,190,30,93 94,1 1,,3
10,37,5,190,30,93 94,1 1,,10
10,38,5,190,30,93 94,1 1,,14
10,33,5,190,30,93 94,1 1,,13
10,34,5,190,30,93 94,1 1,,11
101,9999,2,2,0,9999,1,104,
101,9999,6,6,0,9999,1,105,
101,9999,10,10,0,9999,1,106,
101,9999,14,14,0,9999,1,107,
101,9999,18,18,0,9999,1,108,
101,9999,22,22,0,9999,1,109,
102,9999,2,2,0,9999,1,115,
102,9999,6,6,0,9999,1,116,
102,9999,30,30,0,9999,1,123,
103,9999,2,2,0,9999,1,115,
103,9999,6,6,0,9999,1,116,
103,9999,30,30,0,9999,1,124,
104,9999,2,2,0,9999,1,115,
104,9999,6,6,0,9999,1,116,
104,9999,30,30,0,9999,1,125,
105,9999,22,22,0,9999,1,126,
105,9999,26,26,0,9999,1,127,
105,9999,30,30,0,9999,1,128,
106,9999,2,2,0,9999,1,115,
106,9999,6,6,0,9999,1,116,
107,9999,2,2,0,9999,1,117,
107,9999,6,6,0,9999,1,118,
107,9999,10,10,0,9999,1,119,
107,9999,14,14,0,9999,1,120,
107,9999,18,18,0,9999,1,121,
107,9999,22,22,0,9999,1,122,
