id,appearance,attackDamage,attackRange,attackInterval,health,armor,speed,bonusMoney,priority,skill,color,Killtype,EventClass,propensity,clearpoint,dropItem,exp
32,pc_zombi_origin,12,65,3,165,90,245,350,0,0,255 255 255,0,130,0,0,1,275
33,pc_zombi_host,20,70,3,225,100,245,375,0,0,255 255 255,0,130,0,0,1,293
34,pc_zombi_origin,30,75,3,235,110,245,450,0,0,255 255 255,0,130,0,0,1,345
35,pc_zombi_host,35,75,2,320,120,250,650,0,0,255 255 255,0,130,0,0,1,485
36,pc_zombi_origin,40,80,2,325,130,250,900,0,0,255 255 255,0,130,0,0,1,660
37,pc_zombi_origin,40,80,2,375,140,250,1000,0,0,255 255 255,0,130,0,0,1,730
38,pc_zombi_origin,40,80,2,395,150,250,1200,0,0,255 255 255,0,130,0,0,1,870
41,heal_zombi_origin,10,60,3,200,80,160,475,0,0,255 255 255,0,141,0,0,1,363
42,heal_zombi_host,15,70,3,250,100,160,550,0,0,255 255 255,0,141,0,0,1,415
43,heal_zombi_origin,20,70,3,300,100,160,625,0,0,255 255 255,0,141,0,0,1,468
44,heal_zombi_host,25,70,3,350,100,160,700,0,5,255 255 255,0,141,0,0,1,520
45,heal_zombi_origin,30,80,3,400,150,160,800,0,0,255 255 255,0,141,0,0,1,590
46,heal_zombi_host,30,80,3,450,200,160,1000,0,5,255 255 255,0,141,0,0,1,730
47,heal_zombi_host,35,80,3,500,200,160,1200,0,5,255 255 255,0,141,0,0,1,870
48,heal_zombi_host,35,80,3,550,200,160,1400,0,5,255 255 255,0,141,0,0,1,1010
51,resident_zombi_origin,15,45,3,300,55,270,550,0,10,255 255 255,0,145,0,0,1,415
52,resident_zombi_host,20,45,3,450,55,270,650,0,10,255 255 255,0,145,0,0,1,485
53,resident_zombi_origin,33,45,3,550,65,280,800,0,10,255 255 255,0,145,0,0,1,590
54,resident_zombi_host,38,50,3,600,65,280,1050,0,10,255 255 255,0,145,0,0,1,765
55,resident_zombi_origin,43,50,2,625,70,290,1250,0,10,255 255 255,0,145,0,0,1,905
61,boomer_zombi_host,35,50,4,1000,100,90,500,0,11,255 255 255,0,146,0,0,1,380
62,boomer_zombi_origin,40,60,4,1250,150,90,600,0,11,255 255 255,0,146,0,0,1,450
63,boomer_zombi_host,45,60,4,1500,150,90,750,0,11,255 255 255,0,146,0,0,1,555
64,boomer_zombi_origin,50,70,3,2000,200,90,850,0,11,255 255 255,0,146,0,0,1,625
65,boomer_zombi_host,55,70,3,2250,200,90,1000,0,11,255 255 255,0,146,0,0,1,730
100,zombi_origin,10,80,2,250,50,150,450,0,1,255 255 255,0,101,0,0,1,345
111,speed_zombi_origin,15,90,1,180,80,220,500,0,0,255 255 255,0,111,0,0,1,380
121,heavy_zombi_origin,10,70,3,600,100,110,800,0,0,255 255 255,0,121,0,0,1,590
131,pc_zombi_origin,10,75,2,200,100,250,450,0,0,255 255 255,0,130,0,0,1,345
141,heal_zombi_host,10,70,3,220,100,170,550,0,0,255 255 255,0,141,0,0,1,415
300,zombiedog,45,75,2,80,80,320,350,0,12,255 255 255,0,101,0,0,1,275
301,zombiedog,15,55,2,95,80,330,375,0,12,255 255 255,0,144,0,0,1,293
302,zombiedog,20,55,2,105,80,330,400,0,12,255 255 255,0,144,0,0,1,310
303,zombiedog,25,55,2,115,80,330,425,0,12,255 255 255,0,144,0,0,1,328
304,zombiedog,30,55,2,125,80,350,550,0,12,255 255 255,0,144,0,0,1,415
305,zombiedog,75,60,1,300,150,375,1500,0,12,200 0 0,0,144,0,0,1,1250
306,zombiedog,100,75,2,325,250,375,2000,0,12,255 0 0,0,144,0,0,1,1500
400,zombieclimber,125,100,2,1000,250,200,1500,0,0,255 255 255,0,147,0,0,1,1750
401,zombieclimber,150,100,2,1250,300,225,2000,0,1,200 0 0,0,147,0,0,1,2000
500,deimos_zombi_host,100,70,3,20000,20000,250,8000,1,8,255 255 255,0,181,0,0,1,8500
