temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,70,80,0,-1,0,0,3.5
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,60,70,0,-1,0,0,3
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,50,60,0,-1,0,0,2.5
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,30,40,0,-1,0,0,2
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,20,30,0,-1,0,0,1.5
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,15,20,0,-1,0,0,1
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,10,15,0,-1,0,0,0.5
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,5,10,0,-1,0,0,0
폭주,1003,43,255,999999,10.7,zbs_burning2,4.5,0,0,0,0,0,0,1000,0,5,0,-1,0,0,0
Fly_Easy,1004,163,255,5,7.3,zbs_attack_tentacle1,11.3,250,0,5,7,1,5,1000,0,100,15,-1,300,1,7
Fly_Normal,1005,164,255,5,7.3,zbs_attack_tentacle1,11.3,250,0,5,7,1,5,1000,0,100,15,-1,300,1,9
Fly_Hard,1006,165,255,5,7.3,zbs_attack_tentacle1,11.3,250,0,5,7,1,5,1000,0,100,15,-1,300,1,12
