temp,id,type,ratio,cooltime,aniTime,aniSeq,damageDelay,damage,damageDegree,damageHeight,damageDist,forceAttackTime,startDistMin,startDistMax,startHealthMin,startHealthMax,approachDist,startMsg,kickSide,kickUp,rushPower
Tentacle 3,1000,52,8,37,10.1,zbs_attack_tentacle2,1.1,180,0,5,7,1,5,1000,23,37,15,415,300,200,0
Breath 1,1000,53,6,15,5.2,zbs_attack_poison1,2.1,350,25,5,7,0,5,1000,23,37,15,-1,300,200,30
Breath 2,1000,54,4,17,6,zbs_attack_poison1,3.3,300,100,5,7,0,5,1000,23,37,15,-1,300,200,30
Flying,1000,55,255,1,10,zbs_fly1,1.5,0,0,0,0,0,0,1000,15,23,0,-1,0,0,0
Flying Breath 1,1000,56,5,4,10,zbs_fly_change1,0,350,30,5,8,0,0,1000,15,23,0,-1,500,250,0
Skyfall,1000,58,5,15,10,zbs_fly2,0,350,0,5,15,0,0,1000,15,23,0,-1,300,200,42
Roar,1000,59,255,999999,10,zbs_fly2,0,350,0,5,0,3,0,1000,7,15,0,-1,550,200,42
Bite,1000,48,4,5,2.63,zbs_attack_bite,0.5,450,60,5,10,3,0,15,7,15,10,-1,300,100,0
Quake,1000,47,5,15,4.5,zbs_attack_quake,1.1,350,0,5,25,3,0,1000,7,15,10,-1,0,0,0
Swing,1000,49,6,12,2.3,zbs_attack_swing,0.8,350,180,5,14.5,3,0,25,7,15,10,-1,1600,350,0
Tentacle 2,1000,51,5,11,7.3,zbs_attack_tentacle1,1.3,300,0,5,7,1,5,1000,7,15,15,-1,300,200,0
Tentacle 3,1000,52,8,37,10.1,zbs_attack_tentacle2,1.1,200,0,5,7,1,5,1000,7,15,15,415,300,200,0
Breath 1,1000,53,6,15,5.2,zbs_attack_poison1,2.1,350,25,5,7,0,5,1000,7,15,15,-1,300,200,30
Breath 2,1000,54,4,17,6,zbs_attack_poison1,3.3,300,100,5,7,0,5,1000,7,15,15,-1,300,200,30
Flying,1000,55,255,1,10,zbs_fly1,1.5,0,0,0,0,0,0,1000,0,7,0,-1,0,0,0
Flying Breath 1,1000,56,5,4,10,zbs_fly_change1,0,350,30,5,8,0,0,1000,1,7,0,-1,500,250,0
Skyfall,1000,58,5,15,10,zbs_fly2,0,350,0,5,15,0,0,1000,1,7,0,-1,300,200,42
Roar,1000,59,6,30,10,zbs_fly2,0,350,0,5,0,3,0,1000,1,7,0,-1,550,200,42
Roar,1000,59,255,999999,10,zbs_fly2,0,350,0,5,0,3,0,1000,1,4,0,391,550,200,42
Death,1000,60,255,10,10,zbs_fly2,0.5,150,0,5,15,0,0,1000,0,1,0,395,0,0,0
